,행정구역,2020년01월_계_총인구수,2020년02월_계_총인구수,2020년03월_계_총인구수,2020년04월_계_총인구수,2020년05월_계_총인구수,2020년06월_계_총인구수,2020년07월_계_총인구수,2020년08월_계_총인구수,2020년09월_계_총인구수,2020년10월_계_총인구수,2020년11월_계_총인구수,2020년12월_계_총인구수,2021년01월_계_총인구수,2021년02월_계_총인구수,2021년03월_계_총인구수,2021년04월_계_총인구수,2021년05월_계_총인구수,2021년06월_계_총인구수,2021년07월_계_총인구수,2021년08월_계_총인구수,2021년09월_계_총인구수,2021년10월_계_총인구수,2021년11월_계_총인구수,2021년12월_계_총인구수,2022년01월_계_총인구수,2022년02월_계_총인구수,2022년03월_계_총인구수,2022년04월_계_총인구수,2022년05월_계_총인구수,2022년06월_계_총인구수,2022년07월_계_총인구수,2022년08월_계_총인구수,2022년09월_계_총인구수,2022년10월_계_총인구수,2022년11월_계_총인구수,2022년12월_계_총인구수,2023년07월_계_총인구수,2023년08월_계_총인구수,2023년09월_계_총인구수,2023년10월_계_총인구수,2023년11월_계_총인구수,2023년12월_계_총인구수,2024년01월_계_총인구수,2024년02월_계_총인구수,2024년03월_계_총인구수,2024년04월_계_총인구수
244,경상북도 고령군 (4783000000),"32,296","32,220","31,968","31,910","31,842","31,764","31,602","31,477","31,394","31,398","31,378","31,361","31,310","31,245","31,167","31,133","31,024","30,927","30,855","30,792","30,683","30,694","30,673","30,626","30,623","30,610","30,525","30,508","30,428","30,377","30,333","30,289","30,198","30,206","30,326","30,353","30,206","30,123","30,127","30,190","30,184","30,139","30,025","30,006","30,050","30,190"
245,경상북도 성주군 (4784000000),"43,975","43,904","43,682","43,627","43,582","43,488","43,426","43,319","43,231","43,205","43,225","43,414","43,335","43,234","43,105","43,118","43,004","42,964","42,964","42,880","42,782","42,781","42,766","42,842","42,916","42,972","42,944","42,930","42,910","42,861","42,822","42,740","42,620","42,595","42,578","42,566","42,366","42,292","42,245","42,207","42,172","42,086","42,038","42,001","41,971","41,936"
246,경상북도 칠곡군 (4785000000),"116,772","116,456","115,924","115,780","115,658","115,345","115,177","114,889","114,719","114,780","114,951","114,758","114,777","114,691","114,381","114,297","114,029","114,016","113,981","114,021","113,870","113,843","113,896","113,822","113,683","113,664","113,455","113,311","113,312","113,184","113,157","112,993","112,740","112,626","112,598","112,487","111,372","111,258","111,173","110,951","110,881","110,581","110,299","109,904","109,475","109,234"
247,경상북도 예천군 (4790000000),"55,192","55,401","55,452","55,572","55,616","55,750","55,652","55,457","55,416","55,437","55,558","55,613","55,709","55,807","55,649","55,716","55,800","55,784","55,845","55,846","55,802","55,809","55,824","55,739","55,718","55,704","55,538","55,645","55,647","55,572","55,671","55,705","55,716","55,793","55,814","55,755","55,662","55,574","55,525","55,450","55,367","55,325","55,304","55,221","55,127","55,090"
248,경상북도 봉화군 (4792000000),"32,052","31,957","31,951","31,889","31,843","31,823","31,777","31,701","31,637","31,625","31,555","31,494","31,407","31,317","31,232","31,236","31,142","31,084","31,057","30,969","30,860","30,807","30,802","30,762","30,682","30,635","30,594","30,572","30,515","30,478","30,462","30,413","30,317","30,272","30,207","30,139","29,975","29,921","29,863","29,753","29,674","29,603","29,531","29,432","29,356","29,393"
249,경상북도 울진군 (4793000000),"49,188","49,049","48,957","48,834","48,815","48,843","48,789","48,776","48,806","48,776","48,743","48,716","48,675","48,460","48,361","48,327","48,313","48,206","48,175","48,125","47,969","47,941","47,928","47,858","47,775","47,552","47,483","47,389","47,430","47,349","47,321","47,249","47,167","47,123","47,082","47,030","46,801","46,766","46,754","46,681","46,661","46,669","46,561","46,463","46,390","46,339"
250,경상북도 울릉군 (4794000000),"9,521","9,457","9,348","9,269","9,243","9,239","9,250","9,211","9,191","9,200","9,128","9,077","9,035","9,050","9,019","9,035","9,032","8,990","9,019","8,976","8,887","8,894","8,888","8,867","8,866","8,914","8,977","9,003","9,014","9,082","9,062","9,070","9,039","9,013","8,985","8,996","9,155","9,144","9,114","9,090","9,071","9,077","9,031","9,050","9,070","9,095"
251,경상남도  (4800000000),"3,361,344","3,358,828","3,355,341","3,353,380","3,351,347","3,349,454","3,347,637","3,345,169","3,343,770","3,342,831","3,341,063","3,340,216","3,338,396","3,336,045","3,330,463","3,329,623","3,327,298","3,325,840","3,324,735","3,322,373","3,319,271","3,318,161","3,316,365","3,314,183","3,311,438","3,307,005","3,303,274","3,300,692","3,298,016","3,295,615","3,293,709","3,290,991","3,286,470","3,284,495","3,282,849","3,280,493","3,261,361","3,258,309","3,257,009","3,255,239","3,253,619","3,251,158","3,248,703","3,244,232","3,241,374","3,239,224"
252,경상남도 창원시 (4812000000),"1,044,579","1,043,874","1,042,260","1,041,553","1,040,773","1,040,118","1,039,595","1,038,677","1,038,101","1,037,709","1,037,161","1,036,738","1,036,203","1,035,574","1,034,977","1,034,705","1,034,130","1,034,527","1,034,635","1,034,150","1,033,979","1,033,729","1,033,281","1,032,741","1,031,948","1,030,311","1,028,875","1,028,152","1,027,429","1,026,749","1,026,057","1,024,964","1,023,777","1,023,269","1,022,641","1,021,487","1,013,603","1,012,410","1,011,688","1,010,820","1,009,998","1,009,038","1,008,228","1,006,593","1,005,519","1,004,693"
253,경상남도 창원시 의창구 (4812100000),"260,206","261,904","262,140","262,241","262,729","263,184","263,373","263,432","263,271","263,161","262,743","262,408","261,845","261,339","260,953","260,623","260,346","260,018","218,589","218,422","218,376","218,234","218,131","218,027","217,823","217,623","217,224","216,891","216,665","216,485","216,412","216,241","216,097","216,095","216,077","215,823","214,778","214,560","214,329","213,987","213,775","213,342","212,927","212,543","212,213","212,105"
254,경상남도 창원시 성산구 (4812300000),"219,933","218,885","218,233","217,948","217,430","216,982","216,658","216,218","215,811","215,523","215,143","214,570","214,067","213,520","212,926","212,662","212,396","212,180","253,362","252,996","252,776","252,396","251,982","251,562","251,315","250,618","250,100","250,205","250,147","250,029","249,886","249,447","249,155","248,840","248,650","248,512","246,448","246,175","245,918","245,702","245,448","245,259","244,866","244,115","243,755","243,411"
255,경상남도 창원시 마산합포구 (4812500000),"177,026","176,334","175,909","175,504","175,239","174,956","174,791","174,879","174,916","174,830","174,933","175,716","176,636","177,905","178,773","179,434","179,657","180,374","180,600","180,795","180,954","181,146","181,226","181,322","181,339","181,306","181,235","181,110","180,974","180,790","180,611","180,489","180,147","179,985","179,781","179,496","178,141","177,926","178,503","179,040","179,266","179,394","179,158","178,910","179,137","179,218"
256,경상남도 창원시 마산회원구 (4812700000),"193,975","193,780","193,295","193,101","192,751","192,433","192,132","191,618","191,582","191,697","191,730","191,289","190,739","190,068","189,593","189,134","188,784","188,525","188,322","187,941","187,618","187,533","187,245","186,881","186,598","186,028","185,646","185,462","185,215","185,044","184,876","184,579","184,241","184,137","183,995","183,662","181,821","181,586","181,104","180,444","180,145","179,818","180,296","180,552","180,302","180,072"
257,경상남도 창원시 진해구 (4812900000),"193,439","192,971","192,683","192,759","192,624","192,563","192,641","192,530","192,521","192,498","192,612","192,755","192,916","192,742","192,732","192,852","192,947","193,430","193,762","193,996","194,255","194,420","194,697","194,949","194,873","194,736","194,670","194,484","194,428","194,401","194,272","194,208","194,137","194,212","194,138","193,994","192,415","192,163","191,834","191,647","191,364","191,225","190,981","190,473","190,112","189,887"
258,경상남도 진주시 (4817000000),"347,489","347,417","347,546","347,578","347,519","347,462","347,317","347,262","347,598","347,759","347,795","348,096","348,022","347,750","347,034","347,056","347,274","347,204","347,314","347,407","347,621","347,569","347,380","347,097","346,733","346,328","345,957","345,686","345,463","345,303","344,966","344,675","344,459","344,293","344,133","343,782","342,370","342,174","341,992","341,713","341,545","341,074","340,520","340,053","340,037","339,883"
259,경상남도 통영시 (4822000000),"131,089","130,735","130,450","130,221","129,997","129,711","129,558","129,226","129,064","128,835","128,595","128,293","128,084","127,720","126,988","126,798","126,587","126,413","126,312","126,141","125,881","125,744","125,595","125,383","125,128","124,941","124,872","124,554","124,346","124,115","123,997","123,645","123,344","123,158","123,008","122,681","121,239","121,103","121,020","120,883","120,737","120,551","120,327","119,963","119,767","119,591"
260,경상남도 사천시 (4824000000),"111,845","111,666","111,517","111,365","111,268","111,184","111,401","111,440","111,442","111,313","111,234","111,105","111,005","110,868","110,501","110,461","110,371","110,414","110,338","110,243","110,099","110,108","110,044","109,953","109,916","109,743","109,617","109,494","109,474","109,520","109,752","109,891","109,585","109,518","109,465","109,369","108,966","108,814","108,870","109,009","109,008","109,030","109,073","108,978","108,943","108,979"
261,경상남도 김해시 (4825000000),"542,713","542,787","542,678","542,929","543,072","542,842","542,655","542,538","542,435","542,376","542,350","542,338","542,296","542,254","540,863","540,686","540,423","539,841","539,477","539,226","538,781","538,682","538,286","537,673","537,601","537,125","536,662","536,565","536,340","536,175","536,065","536,533","535,913","535,734","535,380","535,129","533,009","533,054","533,251","533,396","533,565","533,659","533,710","533,236","532,619","532,510"
262,경상남도 밀양시 (4827000000),"105,459","105,457","105,309","105,201","105,139","105,133","105,099","105,026","104,932","104,924","104,868","104,831","104,687","104,497","104,354","104,383","104,133","104,070","103,986","103,891","103,691","103,667","103,636","103,525","103,466","103,361","103,482","103,375","103,293","103,183","103,155","102,979","102,775","102,725","102,893","102,945","102,484","102,341","102,275","102,239","102,153","102,084","101,956","101,806","101,649","101,535"
263,경상남도 거제시 (4831000000),"248,130","247,574","247,487","247,427","247,096","246,878","246,660","246,402","246,231","246,133","245,956","245,754","245,492","245,008","244,154","243,902","243,484","243,200","242,852","242,555","242,103","241,879","241,576","241,216","240,802","240,059","239,554","239,212","238,822","238,423","238,192","237,774","237,293","237,090","236,888","236,662","234,613","234,467","234,361","234,298","234,142","234,038","233,930","233,531","233,181","233,103"
264,경상남도 양산시 (4833000000),"351,168","351,457","351,496","351,383","351,373","351,596","351,651","351,691","351,874","351,910","351,797","352,229","352,421","352,682","352,830","353,291","353,415","353,686","353,981","353,798","353,662","353,783","354,071","354,726","354,699","354,489","354,386","354,290","353,939","353,886","353,821","353,668","353,576","353,410","353,647","353,792","354,874","354,877","355,032","355,136","355,270","355,122","355,347","355,413","355,515","355,560"
265,경상남도 의령군 (4872000000),"27,131","27,082","27,040","26,979","26,954","26,957","26,902","26,883","26,839","26,864","26,818","26,800","26,778","26,757","26,669","26,624","26,627","26,526","26,530","26,475","26,381","26,370","26,330","26,322","26,343","26,332","26,335","26,381","26,359","26,330","26,271","26,206","26,131","26,100","26,087","26,061","25,751","25,672","25,620","25,587","25,526","25,475","25,440","25,395","25,351","25,354"
266,경상남도 함안군 (4873000000),"65,491","65,277","65,089","64,959","64,775","64,724","64,600","64,497","64,438","64,351","64,235","64,182","64,036","63,879","63,694","63,573","63,267","63,157","63,127","63,039","62,879","62,788","62,663","62,547","62,531","62,461","62,269","62,163","62,078","61,989","61,967","61,776","61,677","61,613","61,530","61,456","60,704","60,572","60,475","60,323","60,257","60,203","60,077","59,975","59,804","59,625"
267,경상남도 창녕군 (4874000000),"62,182","62,161","61,934","61,889","61,873","61,825","61,646","61,590","61,478","61,561","61,400","61,301","61,305","61,286","61,072","60,951","60,972","60,754","60,592","60,389","60,100","60,102","60,147","60,129","59,987","59,950","59,767","59,616","59,568","59,424","59,229","59,051","58,750","58,633","58,523","58,372","57,617","57,499","57,393","57,275","57,180","57,083","57,003","56,891","56,848","56,722"
268,경상남도 고성군 (4882000000),"52,204","52,058","51,946","51,918","51,876","51,811","51,737","51,630","51,539","51,477","51,442","51,361","51,372","51,283","51,035","51,009","50,987","50,933","50,894","50,803","50,732","50,634","50,558","50,478","50,339","50,224","50,126","50,108","50,018","49,987","49,962","49,994","49,895","49,913","49,871","50,448","49,751","49,614","49,590","49,488","49,502","49,468","49,306","49,196","49,048","48,929"
269,경상남도 남해군 (4884000000),"43,539","43,479","43,351","43,223","43,149","43,102","43,021","42,980","42,889","42,893","43,033","42,958","42,855","42,794","42,709","42,688","42,690","42,650","42,572","42,538","42,404","42,372","42,309","42,266","42,255","42,235","42,221","42,172","42,128","42,071","42,015","41,919","41,769","41,727","41,696","41,579","41,144","41,012","40,983","40,946","40,850","40,780","40,699","40,549","40,479","40,391"
270,경상남도 하동군 (4885000000),"46,331","46,146","45,934","45,753","45,628","45,454","45,412","45,257","45,132","45,033","44,911","44,785","44,673","44,494","44,388","44,326","44,223","44,065","43,974","43,896","43,650","43,572","43,530","43,449","43,315","43,256","43,114","43,074","43,036","42,975","42,927","42,756","42,679","42,630","42,564","42,465","42,042","41,909","41,871","41,784","41,702","41,606","41,486","41,385","41,326","41,300"
271,경상남도 산청군 (4886000000),"35,336","35,277","35,265","35,223","35,152","35,140","35,097","35,071","34,978","34,921","34,895","34,857","34,809","34,788","34,686","34,668","34,641","34,587","34,557","34,530","34,442","34,416","34,394","34,360","34,303","34,244","34,197","34,196","34,205","34,194","34,189","34,144","34,089","34,062","34,083","34,028","34,048","33,959","33,866","33,800","33,764","33,752","33,723","33,692","33,657","33,598"
272,경상남도 함양군 (4887000000),"39,555","39,499","39,404","39,377","39,353","39,321","39,274","39,236","39,150","39,141","39,076","39,080","39,013","39,044","39,014","39,008","38,860","38,793","38,736","38,665","38,567","38,475","38,415","38,310","38,301","38,321","38,283","38,285","38,269","38,189","38,131","38,077","37,962","37,900","37,797","37,708","37,219","37,117","37,100","37,038","37,003","36,945","36,873","36,726","36,645","36,601"
273,경상남도 거창군 (4888000000),"62,049","61,972","61,822","61,700","61,729","61,681","61,578","61,468","61,455","61,459","61,409","61,502","61,474","61,564","61,860","61,877","61,646","61,555","61,478","61,399","61,245","61,242","61,143","61,073","60,916","60,828","60,841","60,756","60,689","60,600","60,531","60,523","60,476","60,475","60,462","60,387","60,292","60,184","60,168","60,150","60,135","60,047","59,909","59,851","60,030","59,971"
274,경상남도 합천군 (4889000000),"45,054","44,910","44,813","44,702","44,621","44,515","44,434","44,295","44,195","44,172","44,088","44,006","43,871","43,803","43,635","43,617","43,568","43,465","43,380","43,228","43,054","43,029","43,007","42,935","42,855","42,797","42,716","42,613","42,560","42,502","42,482","42,416","42,320","42,245","42,181","42,142","41,635","41,531","41,454","41,354","41,282","41,203","41,096","40,999","40,956","40,879"
275,제주특별자치도  (5000000000),"670,749","670,876","670,508","670,595","670,793","671,316","671,913","672,524","672,948","673,606","674,001","674,635","674,615","675,137","673,974","674,484","674,877","675,293","675,876","675,883","676,079","676,569","676,768","676,759","676,691","677,143","677,218","677,413","677,766","678,012","678,491","679,016","678,426","678,324","678,373","678,159","676,810","676,489","676,317","676,119","675,845","675,252","674,353","673,665","673,103","672,775"
276,제주특별자치도 제주시 (5011000000),"489,202","489,456","489,271","489,466","489,734","490,254","490,772","491,184","491,446","491,949","492,072","492,466","492,346","492,653","491,843","492,168","492,383","492,627","492,917","492,868","492,927","493,225","493,220","493,096","492,919","492,919","493,023","493,076","493,275","493,538","493,898","494,059","493,575","493,459","493,543","493,389","492,647","492,379","492,348","492,233","491,987","491,654","490,888","490,323","489,939","489,780"
277,제주특별자치도 서귀포시 (5013000000),"181,547","181,420","181,237","181,129","181,059","181,062","181,141","181,340","181,502","181,657","181,929","182,169","182,269","182,484","182,131","182,316","182,494","182,666","182,959","183,015","183,152","183,344","183,548","183,663","183,772","184,224","184,195","184,337","184,491","184,474","184,593","184,957","184,851","184,865","184,830","184,770","184,163","184,110","183,969","183,886","183,858","183,598","183,465","183,342","183,164","182,995"
