측정일시,측정소명,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
2020-01-02,서울숲,0.047,0.003,0.8,0.004,57.0,37.0
2020-01-02,서초구,0.05,0.008,0.6,0.004,70.0,44.0
2020-01-02,성동구,0.044,0.002,0.7,0.004,53.0,37.0
2020-01-02,성북구,0.048,0.004,1.0,0.004,60.0,37.0
2020-01-02,세곡,0.019,0.004,1.1,0.005,49.0,26.0
2020-01-02,송파구,0.043,0.003,0.8,0.004,57.0,39.0
2020-01-02,시흥대로,0.052,0.003,0.8,0.004,56.0,44.0
2020-01-02,신촌로,0.047,0.002,0.9,0.004,62.0,45.0
2020-01-02,양천구,0.045,0.002,0.8,0.005,69.0,46.0
2020-01-02,영등포구,0.044,0.003,1.1,0.004,55.0,39.0
2020-01-02,영등포로,0.05,0.002,0.9,0.004,66.0,44.0
2020-01-02,올림픽공원,0.033,0.003,0.8,0.004,49.0,35.0
2020-01-02,용산구,0.036,0.003,0.7,0.003,54.0,44.0
2020-01-02,은평구,0.037,0.003,0.9,0.003,58.0,35.0
2020-01-02,자연사박물관,,,,,53.0,34.0
2020-01-02,정릉로,0.035,0.002,0.8,0.005,66.0,50.0
2020-01-02,종로,0.038,0.003,0.8,0.004,67.0,44.0
2020-01-02,종로구,0.045,0.002,0.9,0.004,49.0,37.0
2020-01-02,중구,0.041,0.003,0.8,0.004,59.0,48.0
2020-01-02,중랑구,0.041,0.004,0.8,0.003,60.0,33.0
2020-01-02,천호대로,0.046,0.003,0.8,0.003,71.0,40.0
2020-01-02,청계천로,0.043,0.003,0.9,0.005,56.0,42.0
2020-01-02,한강대로,0.043,0.004,0.9,0.004,67.0,36.0
2020-01-02,행주,0.036,0.004,0.9,0.004,60.0,31.0
2020-01-02,홍릉로,0.047,0.006,0.9,0.004,56.0,41.0
2020-01-02,화랑로,0.035,0.006,0.6,0.004,60.0,47.0
2020-01-03,강남구,0.043,0.009,0.8,0.004,61.0,45.0
2020-01-03,강남대로,0.052,0.004,1.6,0.004,79.0,47.0
2020-01-03,강동구,0.046,0.002,1.0,0.003,84.0,64.0
2020-01-03,강변북로,0.051,0.006,1.0,0.005,76.0,45.0
2020-01-03,강북구,0.038,0.013,0.8,0.003,65.0,44.0
2020-01-03,강서구,0.044,0.009,0.9,0.007,89.0,48.0
2020-01-03,공항대로,0.049,0.005,1.0,0.006,89.0,52.0
2020-01-03,관악구,0.046,0.007,0.9,0.005,71.0,46.0
2020-01-03,관악산,0.024,0.014,0.7,0.005,62.0,36.0
2020-01-03,광진구,0.038,0.002,1.1,0.003,74.0,44.0
2020-01-03,구로구,0.032,0.012,0.6,0.005,73.0,52.0
2020-01-03,궁동,0.037,0.008,0.8,0.004,76.0,52.0
2020-01-03,금천구,0.043,0.008,0.9,0.004,64.0,54.0
2020-01-03,남산,0.034,0.014,1.1,0.004,67.0,43.0
2020-01-03,노원구,0.046,0.008,1.0,0.005,54.0,45.0
2020-01-03,도봉구,0.028,0.015,0.8,0.003,56.0,35.0
2020-01-03,도산대로,0.045,0.008,1.6,0.004,65.0,43.0
2020-01-03,동대문구,0.038,0.01,0.8,0.004,59.0,41.0
2020-01-03,동작구,0.036,0.011,0.8,0.004,87.0,59.0
2020-01-03,동작대로,0.056,0.006,0.9,0.007,79.0,52.0
2020-01-03,마포구,0.037,0.007,0.9,0.004,70.0,55.0
2020-01-03,마포아트센터,0.037,0.01,0.4,0.004,63.0,42.0
2020-01-03,북한산,0.011,0.023,0.8,0.004,50.0,28.0
2020-01-03,서대문구,0.037,0.009,1.2,0.007,67.0,35.0
2020-01-03,서울숲,0.045,0.008,0.8,0.004,60.0,39.0
2020-01-03,서초구,0.049,0.013,0.6,0.005,78.0,48.0
2020-01-03,성동구,0.041,0.008,0.8,0.004,62.0,45.0
2020-01-03,성북구,0.044,0.007,1.2,0.004,66.0,48.0
2020-01-03,세곡,0.022,0.007,1.4,0.005,59.0,30.0
2020-01-03,송파구,0.046,0.007,0.9,0.004,62.0,43.0
2020-01-03,시흥대로,0.05,0.007,0.9,0.005,62.0,50.0
2020-01-03,신촌로,0.05,0.004,1.1,0.004,75.0,55.0
2020-01-03,양천구,0.036,0.008,0.9,0.005,90.0,60.0
2020-01-03,영등포구,0.044,0.007,1.2,0.004,68.0,47.0
2020-01-03,영등포로,0.051,0.006,1.0,0.005,78.0,52.0
2020-01-03,올림픽공원,0.034,0.008,0.9,0.004,53.0,38.0
2020-01-03,용산구,0.034,0.008,0.8,0.004,62.0,46.0
2020-01-03,은평구,0.031,0.009,0.9,0.003,61.0,35.0
2020-01-03,자연사박물관,,,,,63.0,41.0
2020-01-03,정릉로,0.038,0.003,0.9,0.005,72.0,50.0
2020-01-03,종로,0.033,0.009,0.8,0.004,72.0,45.0
2020-01-03,종로구,0.038,0.01,0.9,0.004,66.0,48.0
2020-01-03,중구,0.036,0.01,0.8,0.004,65.0,52.0
2020-01-03,중랑구,0.042,0.008,0.9,0.003,64.0,36.0
2020-01-03,천호대로,0.053,0.006,1.0,0.004,74.0,44.0
2020-01-03,청계천로,0.04,0.008,1.0,0.005,61.0,45.0
2020-01-03,한강대로,0.042,0.008,0.9,0.005,72.0,40.0
2020-01-03,행주,0.03,0.011,1.0,0.004,74.0,40.0
2020-01-03,홍릉로,0.048,0.011,1.0,0.005,61.0,43.0
2020-01-03,화랑로,0.037,0.008,0.7,0.004,61.0,48.0
2020-01-04,강남구,0.045,0.012,0.9,0.004,53.0,39.0
2020-01-04,강남대로,0.05,0.006,1.7,0.004,60.0,34.0
2020-01-04,강동구,0.046,0.009,0.9,0.004,63.0,47.0
2020-01-04,강변북로,0.053,0.008,1.1,0.005,64.0,39.0
2020-01-04,강북구,0.04,0.016,0.8,0.004,55.0,39.0
2020-01-04,강서구,0.049,0.012,1.0,0.006,70.0,38.0
2020-01-04,공항대로,0.05,0.009,1.0,0.006,71.0,40.0
2020-01-04,관악구,0.051,0.009,1.0,0.004,55.0,36.0
2020-01-04,관악산,0.019,0.018,0.7,0.005,42.0,26.0
2020-01-04,광진구,0.037,0.01,1.0,0.003,54.0,30.0
2020-01-04,구로구,0.051,0.005,0.9,0.006,64.0,44.0
2020-01-04,궁동,0.043,0.011,0.9,0.004,62.0,44.0
2020-01-04,금천구,0.045,0.009,0.9,0.004,47.0,43.0
2020-01-04,남산,0.04,0.018,1.2,0.005,57.0,37.0
2020-01-04,노원구,0.046,0.01,1.0,0.006,49.0,41.0
2020-01-04,도봉구,0.034,0.015,1.0,0.003,50.0,31.0
2020-01-04,도산대로,0.052,0.01,1.9,0.004,57.0,37.0
2020-01-04,동대문구,0.043,0.012,0.8,0.004,51.0,35.0
2020-01-04,동작구,0.049,0.01,0.8,0.004,67.0,40.0
2020-01-04,동작대로,0.059,0.007,1.0,0.006,57.0,38.0
2020-01-04,마포구,0.056,0.014,1.1,0.004,54.0,43.0
2020-01-04,마포아트센터,0.045,0.012,0.5,0.004,53.0,35.0
2020-01-04,북한산,0.016,0.024,0.8,0.004,41.0,23.0
2020-01-04,서대문구,0.04,0.013,1.2,0.006,53.0,28.0
2020-01-04,서울숲,0.05,0.011,0.9,0.005,54.0,33.0
2020-01-04,서초구,0.052,0.017,0.7,0.004,61.0,40.0
2020-01-04,성동구,0.044,0.011,0.9,0.005,54.0,39.0
2020-01-04,성북구,0.049,0.012,1.0,0.004,51.0,34.0
2020-01-04,세곡,0.021,0.009,1.3,0.005,47.0,27.0
2020-01-04,송파구,0.05,0.008,1.0,0.005,55.0,38.0
2020-01-04,시흥대로,0.055,0.009,0.9,0.005,50.0,41.0
2020-01-04,신촌로,0.054,0.006,1.2,0.005,62.0,46.0
2020-01-04,양천구,0.053,0.011,1.0,0.006,67.0,45.0
2020-01-04,영등포구,0.051,0.01,1.4,0.004,55.0,39.0
2020-01-04,영등포로,0.057,0.007,1.1,0.005,64.0,44.0
2020-01-04,올림픽공원,0.035,0.009,0.9,0.004,48.0,33.0
2020-01-04,용산구,0.037,0.011,0.9,0.004,52.0,39.0
2020-01-04,은평구,0.034,0.014,0.9,0.004,51.0,28.0
2020-01-04,자연사박물관,,,,,51.0,34.0
2020-01-04,정릉로,0.042,0.004,0.9,0.005,60.0,45.0
2020-01-04,종로,0.035,0.014,0.9,0.004,60.0,39.0
2020-01-04,종로구,0.042,0.013,1.0,0.005,55.0,41.0
2020-01-04,중구,0.04,0.014,0.9,0.004,53.0,44.0
2020-01-04,중랑구,0.045,0.01,1.0,0.004,56.0,31.0
2020-01-04,천호대로,0.054,0.008,1.0,0.004,68.0,36.0
2020-01-04,청계천로,0.041,0.013,1.0,0.005,51.0,39.0
2020-01-04,한강대로,0.046,0.01,1.0,0.005,59.0,33.0
2020-01-04,행주,0.029,0.016,1.1,0.004,55.0,33.0
2020-01-04,홍릉로,0.052,0.012,1.1,0.005,53.0,37.0
2020-01-04,화랑로,0.038,0.01,0.7,0.004,58.0,42.0
2020-01-05,강남구,0.046,0.007,0.9,0.004,45.0,34.0
2020-01-05,강남대로,0.048,0.004,1.8,0.005,52.0,31.0
2020-01-05,강동구,0.043,0.008,0.8,0.003,57.0,42.0
2020-01-05,강변북로,0.051,0.006,1.1,0.005,57.0,34.0
2020-01-05,강북구,0.045,0.01,0.9,0.003,57.0,40.0
2020-01-05,강서구,0.041,0.011,0.8,0.006,65.0,36.0
2020-01-05,공항대로,0.046,0.005,0.9,0.006,65.0,38.0
2020-01-05,관악구,0.055,0.005,1.0,0.005,53.0,35.0
2020-01-05,관악산,0.016,0.006,0.7,0.004,40.0,25.0
2020-01-05,광진구,0.035,0.008,0.9,0.004,47.0,27.0
2020-01-05,구로구,0.043,0.011,0.6,0.005,51.0,38.0
2020-01-05,궁동,0.037,0.005,1.0,0.003,58.0,44.0
2020-01-05,금천구,0.049,0.006,0.9,0.004,45.0,41.0
2020-01-05,남산,0.044,0.011,1.2,0.005,57.0,34.0
2020-01-05,노원구,0.05,0.006,1.1,0.006,47.0,39.0
2020-01-05,도봉구,0.039,0.008,1.0,0.004,51.0,31.0
2020-01-05,도산대로,0.052,0.005,1.8,0.004,52.0,32.0
2020-01-05,동대문구,0.05,0.006,0.7,0.004,49.0,33.0
2020-01-05,동작구,0.054,0.006,0.9,0.004,64.0,39.0
2020-01-05,동작대로,0.062,0.005,1.0,0.006,57.0,38.0
2020-01-05,마포구,0.052,0.011,0.9,0.004,50.0,40.0
2020-01-05,마포아트센터,0.045,0.008,0.5,0.004,49.0,32.0
2020-01-05,북한산,0.021,0.018,0.9,0.004,43.0,25.0
2020-01-05,서대문구,0.043,0.008,1.3,0.008,52.0,28.0
2020-01-05,서울숲,0.05,0.007,0.8,0.004,49.0,31.0
2020-01-05,서초구,0.058,0.01,0.7,0.004,60.0,37.0
2020-01-05,성동구,0.044,0.008,0.8,0.004,46.0,35.0
2020-01-05,성북구,0.056,0.006,1.1,0.004,51.0,36.0
2020-01-05,세곡,0.018,0.009,1.5,0.005,43.0,26.0
2020-01-05,송파구,0.046,0.006,0.9,0.004,47.0,33.0
2020-01-05,시흥대로,0.059,0.005,1.0,0.005,47.0,39.0
2020-01-05,신촌로,0.052,0.004,1.1,0.004,58.0,43.0
2020-01-05,양천구,0.048,0.008,0.9,0.006,60.0,43.0
2020-01-05,영등포구,0.048,0.006,1.2,0.004,51.0,36.0
2020-01-05,영등포로,0.054,0.005,1.0,0.005,58.0,41.0
2020-01-05,올림픽공원,0.03,0.008,0.9,0.003,45.0,30.0
2020-01-05,용산구,0.038,0.007,0.8,0.004,44.0,35.0
2020-01-05,은평구,0.038,0.008,1.0,0.003,50.0,28.0
2020-01-05,자연사박물관,,,,,47.0,32.0
2020-01-05,정릉로,0.041,0.003,1.0,0.005,59.0,
2020-01-05,종로,0.041,0.006,0.9,0.004,56.0,38.0
2020-01-05,종로구,0.05,0.007,1.0,0.005,54.0,40.0
2020-01-05,중구,0.047,0.006,0.9,0.004,52.0,43.0
2020-01-05,중랑구,0.04,0.01,0.9,0.004,51.0,28.0
2020-01-05,천호대로,0.047,0.006,1.0,0.004,59.0,32.0
2020-01-05,청계천로,0.048,0.005,1.1,0.005,49.0,38.0
2020-01-05,한강대로,0.05,0.006,1.0,0.005,57.0,32.0
2020-01-05,행주,0.028,0.014,1.0,0.004,55.0,33.0
2020-01-05,홍릉로,0.052,0.01,1.0,0.005,50.0,34.0
2020-01-05,화랑로,0.037,0.008,0.7,0.004,55.0,39.0
2020-01-06,강남구,0.039,0.006,0.7,0.003,36.0,26.0
2020-01-06,강남대로,0.047,0.002,1.3,0.003,46.0,27.0
2020-01-06,강동구,0.038,0.006,0.7,0.003,42.0,31.0
2020-01-06,강변북로,0.035,0.009,0.8,0.004,37.0,25.0
2020-01-06,강북구,0.044,0.008,0.7,0.003,38.0,27.0
2020-01-06,강서구,0.047,0.004,0.8,0.004,46.0,27.0
2020-01-06,공항대로,0.046,0.003,0.9,0.006,53.0,31.0
2020-01-06,관악구,0.048,0.003,0.8,0.003,41.0,28.0
2020-01-06,관악산,0.016,0.016,0.5,0.004,18.0,16.0
2020-01-06,광진구,0.029,0.008,0.7,0.003,33.0,19.0
2020-01-06,구로구,0.037,0.007,0.5,0.004,37.0,29.0
2020-01-06,궁동,0.048,0.004,0.7,0.003,45.0,31.0
2020-01-06,금천구,0.043,0.005,0.7,0.004,33.0,31.0
2020-01-06,남산,0.033,0.011,1.1,0.004,39.0,
2020-01-06,노원구,0.051,0.003,1.0,0.006,44.0,37.0
2020-01-06,도봉구,0.036,0.005,0.8,0.003,36.0,23.0
2020-01-06,도산대로,0.043,0.004,1.6,0.003,38.0,24.0
2020-01-06,동대문구,0.046,0.003,0.6,0.003,38.0,26.0
2020-01-06,동작구,0.048,0.004,0.7,0.003,54.0,33.0
2020-01-06,동작대로,0.054,0.003,0.8,0.006,43.0,31.0
2020-01-06,마포구,0.042,0.009,0.6,0.003,33.0,26.0
2020-01-06,마포아트센터,0.039,0.008,0.4,0.003,34.0,22.0
2020-01-06,북한산,0.018,0.018,0.7,0.003,30.0,18.0
2020-01-06,서대문구,0.024,0.018,0.6,0.003,27.0,15.0
2020-01-06,서울숲,0.044,0.006,0.8,0.004,38.0,22.0
2020-01-06,서초구,0.048,0.01,0.5,0.003,43.0,28.0
2020-01-06,성동구,0.035,0.008,0.6,0.004,35.0,27.0
2020-01-06,성북구,0.049,0.004,0.9,0.004,39.0,26.0
2020-01-06,세곡,0.02,0.004,1.3,0.006,38.0,19.0
2020-01-06,송파구,0.043,0.004,0.8,0.004,40.0,28.0
2020-01-06,시흥대로,0.054,0.003,0.8,0.004,37.0,31.0
2020-01-06,신촌로,0.041,0.005,0.7,0.004,37.0,28.0
2020-01-06,양천구,0.048,0.004,0.8,0.005,46.0,30.0
2020-01-06,영등포구,0.046,0.004,1.1,0.003,39.0,28.0
2020-01-06,영등포로,0.049,0.003,0.8,0.004,44.0,31.0
2020-01-06,올림픽공원,0.031,0.005,0.8,0.003,35.0,23.0
2020-01-06,용산구,0.034,0.005,0.6,0.003,33.0,26.0
2020-01-06,은평구,0.024,0.016,0.7,0.003,28.0,17.0
2020-01-06,자연사박물관,,,,,,24.0
2020-01-06,정릉로,0.049,0.002,0.7,0.005,43.0,25.0
2020-01-06,종로,0.043,0.003,0.9,0.004,47.0,30.0
2020-01-06,종로구,0.044,0.004,0.8,0.004,39.0,29.0
2020-01-06,중구,0.041,0.004,0.8,0.004,42.0,34.0
2020-01-06,중랑구,0.039,0.007,0.7,0.003,47.0,25.0
2020-01-06,천호대로,0.044,0.004,0.8,0.004,45.0,27.0
2020-01-06,청계천로,0.045,0.003,0.9,0.004,37.0,29.0
2020-01-06,한강대로,0.044,0.004,0.8,0.005,39.0,23.0
2020-01-06,행주,0.034,0.004,0.9,0.004,42.0,25.0
2020-01-06,홍릉로,0.049,0.006,0.8,0.003,37.0,25.0
2020-01-06,화랑로,0.037,0.005,0.7,0.005,47.0,33.0
2020-01-07,강남구,0.029,0.011,0.5,0.002,6.0,3.0
2020-01-07,강남대로,0.038,0.005,0.7,0.002,9.0,4.0
2020-01-07,강동구,0.023,0.013,0.4,0.003,6.0,6.0
2020-01-07,강변북로,0.03,0.009,0.8,0.003,8.0,6.0
2020-01-07,강북구,0.038,0.009,0.5,0.003,10.0,7.0
2020-01-07,강서구,0.034,0.007,0.6,0.003,11.0,7.0
2020-01-07,공항대로,0.037,0.005,0.6,0.006,14.0,10.0
2020-01-07,관악구,0.039,0.005,0.6,0.003,9.0,6.0
2020-01-07,관악산,0.016,0.011,0.5,0.004,3.0,1.0
2020-01-07,광진구,0.018,0.014,0.6,0.003,5.0,4.0
2020-01-07,구로구,0.029,0.011,0.4,0.003,9.0,8.0
2020-01-07,궁동,0.038,0.007,0.5,0.003,9.0,6.0
2020-01-07,금천구,0.03,0.009,0.5,0.002,6.0,6.0
2020-01-07,남산,0.03,0.011,0.9,0.003,7.0,
2020-01-07,노원구,0.037,0.003,0.6,0.004,14.0,13.0
2020-01-07,도봉구,0.026,0.012,0.5,0.002,7.0,7.0
2020-01-07,도산대로,0.036,0.006,1.2,0.002,9.0,5.0
2020-01-07,동대문구,0.037,0.005,0.6,0.002,11.0,6.0
2020-01-07,동작구,0.038,0.006,0.5,0.002,12.0,6.0
2020-01-07,동작대로,0.044,0.006,0.6,0.005,7.0,6.0
2020-01-07,마포구,0.028,0.013,0.5,0.002,7.0,4.0
2020-01-07,마포아트센터,0.025,0.013,0.3,0.003,7.0,4.0
2020-01-07,북한산,0.014,0.021,0.7,0.003,6.0,3.0
2020-01-07,서대문구,0.01,0.026,0.4,0.002,3.0,1.0
2020-01-07,서울숲,0.039,0.007,,0.004,9.0,6.0
2020-01-07,서초구,0.038,0.012,0.4,0.002,6.0,7.0
2020-01-07,성동구,0.032,0.007,0.5,0.005,12.0,10.0
2020-01-07,성북구,0.037,0.007,0.7,0.003,12.0,7.0
2020-01-07,세곡,0.017,0.004,0.8,0.004,7.0,7.0
2020-01-07,송파구,0.036,0.005,0.6,0.003,7.0,4.0
2020-01-07,시흥대로,0.047,0.005,0.7,0.003,9.0,7.0
2020-01-07,신촌로,0.028,0.01,0.5,0.003,9.0,7.0
2020-01-07,양천구,0.035,0.007,0.6,0.004,9.0,6.0
2020-01-07,영등포구,0.033,0.007,0.8,0.002,9.0,6.0
2020-01-07,영등포로,0.04,0.004,0.6,0.003,12.0,8.0
2020-01-07,올림픽공원,0.023,0.011,0.6,0.002,5.0,3.0
2020-01-07,용산구,0.025,0.008,0.4,0.002,4.0,6.0
2020-01-07,은평구,0.006,0.029,0.6,0.002,4.0,3.0
2020-01-07,자연사박물관,,,,,5.0,4.0
2020-01-07,정릉로,0.046,0.003,0.5,0.005,12.0,12.0
2020-01-07,종로,0.034,0.006,0.6,0.003,15.0,11.0
2020-01-07,종로구,0.032,0.008,0.7,0.003,10.0,7.0
2020-01-07,중구,0.03,0.009,0.5,0.003,10.0,9.0
2020-01-07,중랑구,0.029,0.01,0.5,0.002,9.0,4.0
2020-01-07,천호대로,0.037,0.007,0.7,0.003,9.0,6.0
2020-01-07,청계천로,0.035,0.006,0.7,0.004,10.0,8.0
2020-01-07,한강대로,0.033,0.007,0.6,0.004,9.0,6.0
2020-01-07,행주,0.027,0.007,0.7,0.004,14.0,9.0
2020-01-07,홍릉로,0.041,0.006,0.6,0.002,12.0,8.0
2020-01-07,화랑로,0.032,0.006,0.6,0.005,15.0,11.0
2020-01-08,강남구,0.027,0.014,0.6,0.002,14.0,11.0
2020-01-08,강남대로,0.031,0.012,0.8,0.002,29.0,19.0
2020-01-08,강동구,0.025,0.014,0.6,0.003,27.0,24.0
2020-01-08,강변북로,0.037,0.011,1.0,0.003,30.0,20.0
2020-01-08,강북구,0.026,0.019,0.5,0.002,25.0,19.0
2020-01-08,강서구,0.018,0.021,0.5,0.005,32.0,20.0
2020-01-08,공항대로,0.024,0.015,0.6,0.006,31.0,23.0
2020-01-08,관악구,0.026,0.015,0.6,0.003,31.0,23.0
2020-01-08,관악산,0.017,0.02,0.5,0.004,17.0,11.0
2020-01-08,광진구,0.023,0.013,0.8,0.003,27.0,18.0
2020-01-08,구로구,0.017,0.021,0.4,0.003,8.0,7.0
2020-01-08,궁동,0.021,0.019,0.6,0.003,31.0,24.0
2020-01-08,금천구,0.023,0.016,0.6,0.003,31.0,26.0
2020-01-08,남산,0.021,0.018,0.9,0.003,29.0,
2020-01-08,노원구,0.036,0.005,0.5,0.004,6.0,7.0
2020-01-08,도봉구,0.015,0.025,0.4,0.002,3.0,3.0
2020-01-08,도산대로,0.027,0.015,0.7,0.002,27.0,19.0
2020-01-08,동대문구,0.022,0.015,0.6,0.002,25.0,19.0
2020-01-08,동작구,0.023,0.017,0.5,0.003,36.0,25.0
2020-01-08,동작대로,0.033,0.015,0.6,0.005,30.0,24.0
2020-01-08,마포구,0.017,0.017,0.4,0.003,4.0,4.0
2020-01-08,마포아트센터,0.019,0.019,0.4,0.003,25.0,17.0
2020-01-08,북한산,0.013,0.022,0.7,0.003,25.0,16.0
2020-01-08,서대문구,0.02,0.018,0.7,0.002,26.0,16.0
2020-01-08,서울숲,0.029,0.015,,0.004,26.0,23.0
2020-01-08,서초구,0.026,0.022,0.4,0.002,37.0,23.0
2020-01-08,성동구,0.025,0.015,0.6,0.003,27.0,22.0
2020-01-08,성북구,0.027,0.015,0.8,0.002,25.0,19.0
2020-01-08,세곡,0.011,0.014,0.8,0.004,25.0,17.0
2020-01-08,송파구,0.02,0.012,0.6,0.003,11.0,9.0
2020-01-08,시흥대로,0.023,0.018,0.6,0.003,33.0,27.0
2020-01-08,신촌로,0.031,0.012,0.8,0.003,35.0,25.0
2020-01-08,양천구,0.022,0.015,0.5,0.004,10.0,6.0
2020-01-08,영등포구,0.021,0.016,0.8,0.003,25.0,21.0
2020-01-08,영등포로,0.034,0.011,0.7,0.003,36.0,27.0
2020-01-08,올림픽공원,0.019,0.015,0.6,0.002,26.0,23.0
2020-01-08,용산구,0.02,0.014,0.6,0.003,23.0,20.0
2020-01-08,은평구,0.01,0.022,0.7,0.002,3.0,4.0
2020-01-08,자연사박물관,,,,,28.0,25.0
2020-01-08,정릉로,0.035,0.009,0.5,0.005,31.0,24.0
2020-01-08,종로,0.02,0.016,0.6,0.003,34.0,24.0
2020-01-08,종로구,0.022,0.015,0.6,0.003,29.0,23.0
