측정일시,측정소명,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
2023-03-08,강남대로,0.0471,0.022,0.87,0.0031,71.0,34.0
2023-03-08,강변북로,0.0521,0.0205,0.7,0.0035,67.0,37.0
2023-03-08,공항대로,0.04,0.0322,0.49,0.0038,61.0,25.0
2023-03-08,도산대로,0.0268,0.0324,0.61,,69.0,34.0
2023-03-08,동작대로,0.0476,0.0281,0.62,0.0033,63.0,26.0
2023-03-08,시흥대로,0.0447,0.0293,0.52,0.0036,63.0,25.0
2023-03-08,신촌로,0.0385,0.0252,0.63,0.0034,66.0,33.0
2023-03-08,영등포로,0.0468,0.0236,0.65,0.0038,66.0,29.0
2023-03-08,정릉로,0.0542,0.0177,0.79,0.0037,69.0,32.0
2023-03-08,종로,0.0379,0.0241,0.71,0.0038,61.0,27.0
2023-03-08,천호대로,0.048,0.0205,0.61,0.0034,64.0,30.0
2023-03-08,청계천로,0.0453,0.0221,0.78,0.0042,70.0,34.0
2023-03-08,한강대로,0.0436,0.0304,0.69,0.0044,73.0,33.0
2023-03-08,홍릉로,0.05,0.0196,0.7,0.0041,68.0,35.0
2023-03-08,화랑로,0.0561,0.0157,0.7,0.0038,69.0,32.0
2023-03-08,관악산,0.0092,0.0677,0.26,0.0032,55.0,24.0
2023-03-08,남산,0.017,0.0535,0.37,0.0042,60.0,29.0
2023-03-08,북한산,0.0164,0.0454,0.31,0.0031,55.0,28.0
2023-03-08,세곡,0.0392,0.0256,0.66,0.0042,66.0,31.0
2023-03-08,항동,0.0175,0.0351,0.57,0.0042,55.0,25.0
2023-03-08,행주,0.0331,0.0289,0.4,0.0036,60.0,23.0
2023-03-08,마포아트센터,0.0316,0.0424,0.45,0.0035,65.0,29.0
2023-03-08,서울숲,0.0402,0.0307,0.64,0.0038,69.0,34.0
2023-03-08,올림픽공원,0.0328,0.0398,0.44,0.0029,63.0,34.0
2023-03-08,자연사박물관,0.0225,0.0477,0.21,0.0036,57.0,27.0
2023-03-09,강남구,0.0377,0.0281,0.53,0.0031,64.0,37.0
2023-03-09,강동구,0.028,0.0224,0.49,0.0023,73.0,46.0
2023-03-09,강북구,0.0229,0.0324,0.58,0.0023,63.0,43.0
2023-03-09,강서구,0.0294,0.0329,0.52,0.0027,64.0,40.0
2023-03-09,관악구,0.0301,0.0243,0.54,0.0023,66.0,41.0
2023-03-09,광진구,0.0282,0.0233,0.63,0.0038,62.0,40.0
2023-03-09,구로구,0.0258,0.0215,0.48,0.0024,60.0,39.0
2023-03-09,금천구,0.0396,0.029,0.47,0.003,58.0,40.0
2023-03-09,노원구,0.0309,0.0269,0.59,0.0027,70.0,49.0
2023-03-09,도봉구,0.0269,0.0281,0.63,0.0028,62.0,45.0
2023-03-09,동대문구,0.0362,0.0268,0.62,0.0031,71.0,46.0
2023-03-09,동작구,0.0257,0.0324,0.46,0.0024,57.0,40.0
2023-03-09,마포구,0.0335,0.0289,0.53,0.003,51.0,37.0
2023-03-09,서대문구,0.0114,0.0336,0.38,0.002,39.0,21.0
2023-03-09,서초구,0.0351,0.0232,0.56,0.0026,64.0,49.0
2023-03-09,성동구,0.0388,0.024,0.56,0.003,63.0,37.0
2023-03-09,성북구,0.0381,0.0239,0.71,0.0027,71.0,46.0
2023-03-09,송파구,0.0349,0.0257,0.56,0.0024,65.0,38.0
2023-03-09,양천구,0.0279,0.0275,0.53,0.0041,61.0,43.0
2023-03-09,영등포구,0.0313,0.0286,0.57,0.0026,56.0,41.0
2023-03-09,용산구,0.0338,0.0263,0.6,0.0032,58.0,36.0
2023-03-09,은평구,0.0221,0.0275,0.54,0.002,59.0,46.0
2023-03-09,종로구,0.0334,0.0262,0.63,0.003,66.0,44.0
2023-03-09,중구,0.0328,0.0322,0.56,0.0026,62.0,46.0
2023-03-09,중랑구,0.0317,0.0282,0.53,0.0024,69.0,45.0
2023-03-09,강남대로,0.0379,0.0215,0.88,0.0023,65.0,45.0
2023-03-09,강변북로,0.0533,0.0102,0.85,0.0033,72.0,51.0
2023-03-09,공항대로,0.0381,0.0241,0.5,0.0032,52.0,33.0
2023-03-09,도산대로,0.0276,0.0225,0.67,,70.0,50.0
2023-03-09,동작대로,0.0404,0.0238,0.64,0.0028,63.0,34.0
2023-03-09,시흥대로,0.0367,0.0229,0.5,0.0028,59.0,35.0
2023-03-09,신촌로,0.0414,0.0176,0.68,0.0027,70.0,51.0
2023-03-09,영등포로,0.0438,0.0179,0.66,0.0029,63.0,41.0
2023-03-09,정릉로,0.0468,0.0151,0.72,0.003,71.0,42.0
2023-03-09,종로,0.0342,0.0214,0.67,0.0033,63.0,40.0
2023-03-09,천호대로,0.0432,0.0201,0.64,0.0027,67.0,45.0
2023-03-09,청계천로,0.0371,0.0222,0.66,0.0035,68.0,45.0
2023-03-09,한강대로,0.0433,0.022,0.72,0.0037,70.0,47.0
2023-03-09,홍릉로,0.0447,0.0174,0.69,0.0032,67.0,47.0
2023-03-09,화랑로,0.0439,0.018,0.61,0.003,67.0,39.0
2023-03-09,관악산,0.0098,0.0563,0.25,0.002,56.0,22.0
2023-03-09,남산,0.0233,0.0365,0.5,0.0032,60.0,45.0
2023-03-09,북한산,0.0153,0.0337,0.31,0.0027,55.0,39.0
2023-03-09,세곡,0.0321,0.0265,0.81,0.0033,68.0,44.0
2023-03-09,항동,0.0148,0.0316,0.66,0.0038,55.0,38.0
2023-03-09,행주,0.0243,0.0274,0.43,0.003,55.0,31.0
2023-03-09,마포아트센터,0.0338,0.0317,0.49,0.0027,64.0,44.0
2023-03-09,서울숲,0.0379,0.0219,,0.0033,72.0,50.0
2023-03-09,올림픽공원,0.0315,0.0305,0.51,0.0026,63.0,51.0
2023-03-09,자연사박물관,0.0286,0.0319,0.32,0.0027,59.0,46.0
2023-03-10,강남구,0.0445,0.0257,0.66,0.0038,90.0,47.0
2023-03-10,강동구,0.0303,0.0204,0.58,0.0028,97.0,53.0
2023-03-10,강북구,0.0303,0.0315,0.76,0.003,92.0,48.0
2023-03-10,강서구,0.0401,0.0265,0.72,0.0035,96.0,49.0
2023-03-10,관악구,0.0416,0.0215,0.78,0.0038,100.0,62.0
2023-03-10,광진구,0.0311,0.0216,0.71,0.0039,90.0,52.0
2023-03-10,구로구,0.0319,0.0243,0.64,0.0031,110.0,64.0
2023-03-10,금천구,0.0453,0.0229,0.67,0.0036,77.0,53.0
2023-03-10,노원구,0.0423,0.02,0.83,0.0035,95.0,57.0
2023-03-10,도봉구,0.0304,0.0457,0.69,0.0031,93.0,52.0
2023-03-10,동대문구,0.0373,0.0282,0.74,0.004,95.0,56.0
2023-03-10,동작구,0.0394,0.0255,0.65,0.0035,88.0,56.0
2023-03-10,마포구,0.0401,0.026,0.69,0.0037,71.0,44.0
2023-03-10,서대문구,0.0203,0.0327,0.64,0.0037,99.0,48.0
2023-03-10,서초구,0.0416,0.0142,0.72,0.0029,86.0,64.0
2023-03-10,성동구,0.0418,0.0242,0.69,0.0043,98.0,49.0
2023-03-10,성북구,0.0392,0.0278,0.82,0.0033,104.0,53.0
2023-03-10,송파구,0.0398,0.0252,0.72,0.0033,94.0,50.0
2023-03-10,양천구,0.0393,0.0401,0.74,0.0042,89.0,57.0
2023-03-10,영등포구,0.0423,0.0259,0.7,0.0035,81.0,52.0
2023-03-10,용산구,0.0397,0.025,0.75,0.0041,92.0,48.0
2023-03-10,은평구,0.0288,0.0289,0.68,0.002,89.0,49.0
2023-03-10,종로구,0.0366,0.0268,0.78,0.0037,95.0,56.0
2023-03-10,중구,0.0394,0.0298,0.74,0.0034,89.0,60.0
2023-03-10,중랑구,0.038,0.0246,0.66,0.0029,89.0,53.0
2023-03-10,강남대로,0.0454,0.0191,1.07,0.0029,106.0,58.0
2023-03-10,강변북로,0.0553,0.0134,0.95,0.0035,106.0,65.0
2023-03-10,공항대로,0.0459,0.0181,0.71,0.0038,82.0,42.0
2023-03-10,도산대로,0.0325,0.021,0.77,0.0023,112.0,65.0
2023-03-10,동작대로,0.0527,0.0191,0.83,0.0037,95.0,47.0
2023-03-10,시흥대로,0.0532,0.0219,0.78,0.0041,96.0,50.0
2023-03-10,신촌로,0.0462,0.0159,0.81,0.0035,104.0,67.0
2023-03-10,영등포로,0.0514,0.0167,0.82,0.0038,97.0,54.0
2023-03-10,정릉로,0.0477,0.0187,0.79,0.0037,94.0,51.0
2023-03-10,종로,0.0424,0.0196,0.9,0.0041,92.0,49.0
2023-03-10,천호대로,0.0504,0.0159,0.79,0.0035,96.0,58.0
2023-03-10,청계천로,0.0432,0.0207,0.85,0.0045,102.0,60.0
2023-03-10,한강대로,0.0502,0.0224,0.87,0.0042,111.0,61.0
2023-03-10,홍릉로,0.0531,0.0111,0.85,0.0049,100.0,59.0
2023-03-10,화랑로,0.0451,0.0217,0.74,0.0037,93.0,46.0
2023-03-10,관악산,0.0089,0.0755,0.29,0.0029,128.0,38.0
2023-03-10,남산,0.0332,0.0331,0.7,0.0038,103.0,62.0
2023-03-10,북한산,0.0172,0.0431,0.69,0.0028,92.0,47.0
2023-03-10,세곡,0.0379,0.0238,0.69,0.0038,99.0,51.0
2023-03-10,항동,0.0232,0.0231,0.85,0.0043,80.0,48.0
2023-03-10,행주,0.0285,0.0248,0.49,0.0031,71.0,36.0
2023-03-10,마포아트센터,0.042,0.0293,0.64,0.0032,105.0,58.0
2023-03-10,서울숲,0.0421,0.0218,1.11,0.0036,102.0,60.0
2023-03-10,올림픽공원,0.0332,0.0305,0.65,0.0028,92.0,58.0
2023-03-10,자연사박물관,0.037,0.0313,0.4,0.0034,99.0,56.0
2023-03-11,강남구,0.0409,0.0419,0.64,0.0038,91.0,42.0
2023-03-11,강동구,0.0275,0.0335,0.55,0.003,94.0,47.0
2023-03-11,강북구,0.0254,0.0488,0.68,0.0029,101.0,54.0
2023-03-11,강서구,0.033,0.0526,0.65,0.0035,115.0,60.0
2023-03-11,관악구,0.04,0.0358,0.78,0.0039,106.0,59.0
2023-03-11,광진구,0.0295,0.0338,0.68,0.0039,93.0,49.0
2023-03-11,구로구,0.0274,0.0417,0.63,0.0033,112.0,57.0
2023-03-11,금천구,0.0332,0.07,0.57,0.0037,85.0,49.0
2023-03-11,노원구,0.0372,0.0378,0.78,0.0038,101.0,56.0
2023-03-11,도봉구,0.0308,0.0435,0.59,0.0032,97.0,49.0
2023-03-11,동대문구,0.0385,0.0424,0.77,0.0041,100.0,53.0
2023-03-11,동작구,0.033,0.0457,0.62,0.0035,93.0,53.0
2023-03-11,마포구,0.0404,0.0425,0.71,0.004,85.0,50.0
2023-03-11,서대문구,0.018,0.0535,0.58,0.0032,97.0,49.0
2023-03-11,서초구,0.0377,0.0374,0.7,0.0032,103.0,56.0
2023-03-11,성동구,0.0411,0.0392,0.66,0.004,95.0,42.0
2023-03-11,성북구,0.0439,0.0383,0.81,0.0034,104.0,51.0
2023-03-11,송파구,0.0375,0.0404,0.69,0.0035,100.0,46.0
2023-03-11,양천구,0.0334,0.0428,0.74,0.0048,102.0,63.0
2023-03-11,영등포구,0.0412,0.0424,0.73,0.0035,92.0,57.0
2023-03-11,용산구,0.0338,0.0459,0.67,0.0042,103.0,50.0
2023-03-11,은평구,0.0191,0.0612,0.65,,94.0,50.0
2023-03-11,종로구,0.0351,0.0425,0.78,0.004,98.0,53.0
2023-03-11,중구,0.0341,0.0477,0.69,0.0036,91.0,55.0
2023-03-11,중랑구,0.0341,0.0421,0.63,0.0031,92.0,51.0
2023-03-11,강남대로,0.0449,0.0331,0.98,0.0027,107.0,50.0
2023-03-11,강변북로,0.0528,0.027,0.92,0.0034,102.0,53.0
2023-03-11,공항대로,0.0415,0.041,0.71,0.004,102.0,52.0
2023-03-11,도산대로,0.0299,0.0382,0.76,0.0021,111.0,
2023-03-11,동작대로,0.0499,0.0392,0.83,0.0038,100.0,47.0
2023-03-11,시흥대로,0.0493,0.0364,0.8,0.004,109.0,51.0
2023-03-11,신촌로,0.041,0.0344,0.77,0.0036,110.0,63.0
2023-03-11,영등포로,0.0554,0.0297,0.81,0.0041,107.0,54.0
2023-03-11,정릉로,0.0476,0.0328,0.81,0.0038,99.0,51.0
2023-03-11,종로,0.038,0.0332,0.83,0.0041,93.0,48.0
2023-03-11,천호대로,0.043,0.0333,0.74,0.0036,93.0,47.0
2023-03-11,청계천로,0.0383,0.0372,0.78,0.0045,103.0,56.0
2023-03-11,한강대로,0.0505,0.0364,0.84,0.0043,117.0,55.0
2023-03-11,홍릉로,0.0476,0.029,0.85,0.0048,97.0,54.0
2023-03-11,화랑로,0.0437,0.032,0.7,0.0038,97.0,45.0
2023-03-11,관악산,0.0077,0.0887,0.34,0.0035,96.0,41.0
2023-03-11,남산,0.0153,0.0706,0.63,0.0042,99.0,50.0
2023-03-11,북한산,0.0136,0.0652,0.76,0.003,93.0,47.0
2023-03-11,세곡,0.0338,0.0379,0.75,0.0041,100.0,48.0
2023-03-11,항동,0.0177,0.0497,0.74,0.0043,90.0,50.0
2023-03-11,행주,0.0313,0.0361,0.51,0.0034,99.0,53.0
2023-03-11,마포아트센터,0.0327,0.052,0.6,0.0034,107.0,53.0
2023-03-11,서울숲,0.0394,0.0375,0.94,0.0037,103.0,51.0
2023-03-11,올림픽공원,0.0299,0.0486,0.67,0.003,94.0,51.0
2023-03-11,자연사박물관,0.0248,0.0612,0.38,0.0037,98.0,48.0
2023-03-12,강남구,0.0137,0.0507,0.4,0.003,52.0,22.0
2023-03-12,강동구,0.0088,0.042,0.37,0.0022,58.0,26.0
2023-03-12,강북구,0.0098,0.051,0.45,0.0023,57.0,26.0
2023-03-12,강서구,0.0121,0.0493,0.45,0.0027,61.0,27.0
2023-03-12,관악구,0.0113,0.0385,0.47,0.0023,51.0,23.0
2023-03-12,광진구,0.0103,0.0427,0.43,0.0039,55.0,25.0
2023-03-12,구로구,0.0082,0.0405,0.45,0.0026,62.0,25.0
2023-03-12,금천구,0.0264,0.051,0.46,0.0031,47.0,25.0
2023-03-12,노원구,0.0144,0.0428,0.49,0.0028,57.0,28.0
2023-03-12,도봉구,0.0096,0.0476,0.48,0.0025,55.0,24.0
2023-03-12,동대문구,0.0105,0.051,0.44,0.003,54.0,24.0
2023-03-12,동작구,0.0118,0.0475,0.4,0.0026,52.0,25.0
2023-03-12,마포구,0.0153,0.0446,0.46,0.0029,45.0,22.0
2023-03-12,서대문구,0.0077,0.0478,0.61,0.0023,53.0,21.0
2023-03-12,서초구,0.0088,0.0464,0.48,0.0028,56.0,26.0
2023-03-12,성동구,0.0125,0.0488,0.4,0.0025,51.0,21.0
2023-03-12,성북구,0.0156,0.0431,0.67,0.0027,56.0,24.0
2023-03-12,송파구,0.0138,0.0456,0.47,0.0025,57.0,24.0
2023-03-12,양천구,0.0125,0.0417,0.47,0.0039,56.0,29.0
2023-03-12,영등포구,0.0129,0.0451,0.43,0.0027,49.0,24.0
2023-03-12,용산구,0.0115,0.0486,0.47,0.0032,57.0,23.0
2023-03-12,은평구,0.0084,0.0486,0.53,0.002,56.0,27.0
2023-03-12,종로구,0.0101,0.0492,0.44,0.0027,53.0,24.0
2023-03-12,중구,0.0111,0.0512,0.44,0.0026,49.0,25.0
2023-03-12,중랑구,0.0141,0.0478,0.43,0.0024,52.0,25.0
2023-03-12,강남대로,0.0185,0.0426,0.84,0.0018,63.0,27.0
2023-03-12,강변북로,0.0219,0.0382,0.55,0.0028,62.0,28.0
2023-03-12,공항대로,0.0153,0.0443,0.41,0.0027,48.0,20.0
2023-03-12,도산대로,0.0082,0.0476,0.55,0.0017,61.0,
2023-03-12,동작대로,0.0197,0.0478,0.51,0.0028,52.0,20.0
2023-03-12,시흥대로,0.0144,0.0427,0.41,0.0026,52.0,20.0
2023-03-12,신촌로,0.018,0.0374,0.47,0.0027,60.0,29.0
2023-03-12,영등포로,0.0204,0.038,0.51,0.0029,54.0,25.0
2023-03-12,정릉로,0.0225,0.0377,0.52,0.0028,56.0,22.0
2023-03-12,종로,0.0139,0.0387,0.5,0.003,49.0,22.0
2023-03-12,천호대로,0.0192,0.0409,0.45,0.0027,57.0,25.0
2023-03-12,청계천로,0.0138,0.0433,0.42,0.0033,54.0,25.0
2023-03-12,한강대로,0.0134,0.0452,0.53,0.0037,65.0,27.0
2023-03-12,홍릉로,0.0168,0.0404,0.44,0.0034,50.0,24.0
2023-03-12,화랑로,0.024,0.0349,0.47,0.0027,54.0,22.0
2023-03-12,관악산,0.0062,0.0605,0.25,0.0021,51.0,18.0
2023-03-12,남산,0.0087,0.0507,0.54,0.0035,56.0,25.0
2023-03-12,북한산,0.0077,0.0505,0.72,0.0025,51.0,24.0
2023-03-12,세곡,0.0145,0.046,0.56,0.0031,64.0,26.0
2023-03-12,항동,0.0062,0.0502,0.56,0.0043,49.0,22.0
2023-03-12,행주,0.0062,0.0426,0.29,0.0028,50.0,22.0
2023-03-12,마포아트센터,0.0149,0.0493,0.38,0.0027,58.0,24.0
2023-03-12,서울숲,0.0113,0.0461,0.65,0.003,59.0,27.0
2023-03-12,올림픽공원,0.0124,0.0587,0.47,0.0025,57.0,28.0
2023-03-12,자연사박물관,0.0125,0.0454,0.3,0.0028,54.0,24.0
2023-03-13,강남구,0.0134,0.0337,0.28,0.003,30.0,8.0
2023-03-13,강동구,0.0099,0.0305,0.26,0.0024,33.0,9.0
2023-03-13,강북구,0.0106,0.0362,0.34,0.0022,36.0,9.0
2023-03-13,강서구,0.008,0.0373,0.29,0.0026,37.0,9.0
2023-03-13,관악구,0.0126,0.0269,0.35,0.0021,31.0,8.0
2023-03-13,광진구,0.0103,0.0333,0.2,0.003,30.0,7.0
2023-03-13,구로구,0.0115,0.0287,0.35,0.0028,38.0,5.0
2023-03-13,금천구,0.0198,0.035,0.34,0.0031,26.0,9.0
2023-03-13,노원구,0.0143,0.034,0.32,0.0027,35.0,10.0
2023-03-13,도봉구,0.0107,0.0342,0.37,0.0022,34.0,8.0
2023-03-13,동대문구,0.013,0.0362,0.32,0.0031,31.0,7.0
2023-03-13,동작구,0.0136,0.0339,0.27,0.0025,31.0,8.0
2023-03-13,마포구,0.0134,0.0323,0.33,0.0023,25.0,7.0
2023-03-13,서대문구,0.0094,0.0357,0.35,0.0022,36.0,5.0
2023-03-13,서초구,0.0154,0.0307,0.32,0.0027,35.0,7.0
2023-03-13,성동구,0.0151,0.0336,0.28,0.0024,31.0,7.0
2023-03-13,성북구,0.0152,0.0324,0.38,0.003,36.0,8.0
2023-03-13,송파구,0.0142,0.0314,0.34,0.0022,39.0,9.0
2023-03-13,양천구,0.015,0.0293,0.34,0.0031,33.0,8.0
2023-03-13,영등포구,0.015,0.032,0.32,0.0027,29.0,6.0
2023-03-13,용산구,0.015,0.0343,0.34,0.0033,38.0,10.0
2023-03-13,은평구,0.0097,0.034,0.28,0.002,35.0,8.0
2023-03-13,종로구,0.014,0.0345,0.33,0.0027,31.0,8.0
2023-03-13,중구,0.0147,0.0361,0.32,0.0027,28.0,8.0
2023-03-13,중랑구,0.0163,0.0332,0.3,0.0025,29.0,8.0
2023-03-13,강남대로,0.0268,0.0256,,0.0025,43.0,8.0
2023-03-13,강변북로,0.029,0.0246,0.4,0.0033,41.0,10.0
2023-03-13,공항대로,0.0196,0.0295,0.3,0.0027,38.0,9.0
2023-03-13,도산대로,0.0131,0.0311,0.42,0.002,37.0,10.0
2023-03-13,동작대로,0.0224,0.0311,0.39,0.0028,32.0,11.0
2023-03-13,시흥대로,0.0204,0.0284,0.31,0.0029,32.0,7.0
2023-03-13,신촌로,0.024,0.0243,0.38,0.0028,38.0,9.0
2023-03-13,영등포로,0.0253,0.0254,0.39,0.0031,34.0,8.0
2023-03-13,정릉로,0.0233,0.0235,0.43,0.0027,34.0,9.0
2023-03-13,종로,0.0162,0.0298,0.38,0.0032,31.0,6.0
2023-03-13,천호대로,0.0225,0.028,0.34,0.0028,36.0,8.0
2023-03-13,청계천로,0.0175,0.0314,0.34,0.0032,33.0,9.0
2023-03-13,한강대로,0.0157,0.0315,0.43,0.004,47.0,9.0
2023-03-13,홍릉로,0.0213,0.0252,0.37,0.0033,33.0,10.0
2023-03-13,화랑로,0.0253,0.0261,0.32,0.0028,36.0,9.0
2023-03-13,관악산,0.0074,0.0413,0.13,0.0022,36.0,7.0
2023-03-13,남산,0.011,0.0361,0.4,0.0035,33.0,7.0
2023-03-13,북한산,0.0074,0.038,0.65,0.0026,32.0,6.0
2023-03-13,세곡,0.0204,0.0332,0.45,0.0032,41.0,7.0
2023-03-13,항동,0.0076,0.0391,0.25,0.0032,30.0,3.0
2023-03-13,행주,0.009,0.0322,0.21,0.0031,29.0,5.0
2023-03-13,마포아트센터,0.0158,0.0359,0.25,0.0029,35.0,6.0
2023-03-13,서울숲,0.0145,0.0334,0.24,0.0033,36.0,6.0
2023-03-13,올림픽공원,0.0125,0.0452,0.3,0.0027,29.0,9.0
2023-03-13,자연사박물관,0.0118,0.0332,,0.0031,35.0,4.0
2023-03-14,강남구,0.0205,0.0333,0.33,0.0031,36.0,10.0
2023-03-14,강동구,0.0172,0.027,0.32,0.0024,40.0,11.0
2023-03-14,강북구,0.0198,0.0329,0.42,0.0024,41.0,10.0
2023-03-14,강서구,0.02,0.0362,0.37,0.0028,51.0,9.0
2023-03-14,관악구,0.0166,0.0313,0.37,0.0024,41.0,11.0
2023-03-14,광진구,0.0181,0.0274,0.37,0.0032,40.0,9.0
2023-03-14,구로구,0.0136,0.0329,0.36,0.0028,49.0,7.0
2023-03-14,금천구,0.0196,0.0407,0.33,0.003,32.0,9.0
2023-03-14,노원구,0.022,0.0318,0.39,0.0027,43.0,12.0
2023-03-14,도봉구,0.0194,0.0305,0.51,0.0023,41.0,10.0
2023-03-14,동대문구,0.0212,0.0349,0.37,0.0033,39.0,9.0
2023-03-14,동작구,0.0189,0.0357,0.31,0.0026,37.0,9.0
2023-03-14,마포구,0.0177,0.0354,0.35,0.0025,35.0,11.0
2023-03-14,서대문구,0.0114,0.0379,0.37,0.0022,47.0,8.0
2023-03-14,서초구,0.0226,0.0286,0.37,0.0029,40.0,10.0
2023-03-14,성동구,0.022,0.0331,0.31,0.0025,38.0,8.0
2023-03-14,성북구,0.0272,0.0267,0.43,0.0031,42.0,11.0
2023-03-14,송파구,0.0258,0.0292,0.4,0.0027,48.0,10.0
2023-03-14,양천구,0.0191,0.0325,0.36,0.0038,40.0,9.0
2023-03-14,영등포구,0.0218,0.0333,0.35,0.0028,36.0,7.0
2023-03-14,용산구,0.0207,0.034,0.37,0.0032,44.0,11.0
2023-03-14,은평구,0.0138,0.037,0.35,0.0023,44.0,11.0
2023-03-14,종로구,0.0216,0.0328,0.4,0.003,38.0,10.0
2023-03-14,중구,0.0228,0.0364,0.38,0.0029,36.0,10.0
2023-03-14,중랑구,0.0209,0.0325,0.31,0.0026,36.0,9.0
2023-03-14,강남대로,0.0295,0.026,0.61,0.0028,50.0,10.0
2023-03-14,강변북로,0.0358,0.0222,0.51,0.0034,46.0,12.0
2023-03-14,공항대로,0.0214,0.0354,0.32,0.003,43.0,9.0
2023-03-14,도산대로,0.0175,0.0303,0.47,,47.0,12.0
2023-03-14,동작대로,0.0286,0.0311,0.44,0.0029,38.0,11.0
2023-03-14,시흥대로,0.0311,0.026,0.36,0.0029,44.0,8.0
2023-03-14,신촌로,0.0246,0.0273,0.41,0.0028,45.0,11.0
2023-03-14,영등포로,0.0334,0.0221,0.44,0.0031,42.0,11.0
2023-03-14,정릉로,0.0353,0.0182,0.5,0.003,41.0,12.0
2023-03-14,종로,0.0257,0.0252,0.47,0.0032,38.0,8.0
2023-03-14,천호대로,0.0293,0.0283,0.42,0.0029,44.0,10.0
2023-03-14,청계천로,0.0282,0.0269,0.48,0.0036,40.0,12.0
2023-03-14,한강대로,0.025,0.0303,0.48,0.004,61.0,13.0
2023-03-14,홍릉로,0.0281,0.0242,0.41,0.0036,40.0,13.0
2023-03-14,화랑로,0.0367,0.0203,0.43,0.0031,42.0,11.0
2023-03-14,관악산,0.0059,0.0517,0.14,0.0022,50.0,9.0
2023-03-14,남산,0.0139,0.04,0.43,0.0037,42.0,9.0
2023-03-14,북한산,0.0127,0.0376,0.48,0.0028,38.0,9.0
2023-03-14,세곡,0.0269,0.029,0.51,0.0035,49.0,9.0
2023-03-14,항동,0.0094,0.0411,0.24,0.0031,39.0,4.0
2023-03-14,행주,0.0201,0.0316,0.21,0.0032,40.0,7.0
2023-03-14,마포아트센터,0.0198,0.0383,0.3,0.0029,46.0,8.0
2023-03-14,서울숲,0.0223,0.0308,0.39,0.0034,43.0,10.0
2023-03-14,올림픽공원,0.0206,0.0346,0.43,0.0027,31.0,9.0
2023-03-14,자연사박물관,0.0181,0.0349,0.25,0.0031,42.0,7.0
2023-03-15,강남구,0.0271,0.0275,0.37,0.003,43.0,12.0
2023-03-15,강동구,0.0224,0.0204,0.37,0.0023,46.0,13.0
2023-03-15,강북구,0.0217,0.0293,0.46,0.0024,47.0,12.0
2023-03-15,강서구,0.0277,0.027,0.41,0.0028,40.0,11.0
2023-03-15,관악구,0.0202,0.027,0.43,0.0027,43.0,11.0
2023-03-15,광진구,0.0227,0.022,0.44,0.0035,44.0,11.0
2023-03-15,구로구,0.0163,0.0272,0.39,0.0027,55.0,13.0
2023-03-15,금천구,0.0308,0.0348,0.37,0.003,40.0,12.0
2023-03-15,노원구,0.0284,0.0237,0.49,0.0028,48.0,13.0
2023-03-15,도봉구,0.023,0.0257,0.67,0.0026,50.0,13.0
2023-03-15,동대문구,0.027,0.0277,0.47,0.0033,46.0,11.0
2023-03-15,동작구,0.0219,0.0305,0.36,0.0024,45.0,14.0
2023-03-15,마포구,0.0211,0.0292,0.4,0.0023,39.0,11.0
2023-03-15,서대문구,0.0148,0.0236,0.84,0.003,25.0,9.0
2023-03-15,서초구,0.0206,0.0287,0.41,0.0027,56.0,14.0
2023-03-15,성동구,0.0271,0.0262,0.36,0.0025,43.0,10.0
2023-03-15,성북구,0.0313,0.0228,0.57,0.0031,52.0,15.0
2023-03-15,송파구,0.0275,0.0258,0.41,0.0025,50.0,12.0
2023-03-15,양천구,0.0199,0.0283,0.38,0.0043,49.0,12.0
2023-03-15,영등포구,0.0231,0.0285,0.38,0.0027,43.0,10.0
2023-03-15,용산구,0.0246,0.0281,0.42,0.0032,52.0,13.0
2023-03-15,은평구,0.0115,0.0361,0.47,0.0026,52.0,14.0
2023-03-15,종로구,0.0259,0.026,0.5,0.003,47.0,12.0
2023-03-15,중구,0.0249,0.0304,0.41,0.0027,42.0,11.0
2023-03-15,중랑구,0.0268,0.0265,0.4,0.0024,43.0,11.0
2023-03-15,강남대로,0.0329,0.0198,0.82,0.0026,54.0,14.0
2023-03-15,강변북로,0.0362,0.0184,0.62,0.0033,55.0,15.0
2023-03-15,공항대로,0.028,0.0255,0.36,0.0029,50.0,10.0
2023-03-15,도산대로,0.0182,0.0267,0.53,0.0032,53.0,16.0
2023-03-15,동작대로,0.0327,0.0242,0.5,0.003,44.0,13.0
2023-03-15,시흥대로,0.0279,0.0251,0.36,0.0027,48.0,12.0
2023-03-15,신촌로,0.027,0.021,0.47,0.0028,54.0,14.0
2023-03-15,영등포로,0.0334,0.0203,0.48,0.0028,51.0,15.0
2023-03-15,정릉로,0.0363,0.0173,0.6,0.0032,47.0,15.0
2023-03-15,종로,0.0255,0.0217,0.51,0.0031,44.0,10.0
2023-03-15,천호대로,0.0336,0.0192,0.51,0.0029,47.0,12.0
2023-03-15,청계천로,0.0291,0.0241,0.52,0.0034,49.0,14.0
2023-03-15,한강대로,0.03,0.0247,0.53,0.004,65.0,15.0
2023-03-15,홍릉로,0.0347,0.0185,0.56,0.0037,46.0,15.0
