구분,자치구명,법정동명,건물유형,2022년 1월,2022년 2월,2022년 3월,2022년 4월,2022년 5월,2022년 6월,2022년 7월,2022년 8월,2022년 9월,2022년 10월,2022년 11월,2022년 12월
전기,송파구,송파동, 공동주택 ,5430663,4789019,4780481,4393749,4675268,6041205,6979716,5423607,5527653,4665897,4678867,5105034
전기,송파구,송파동, 단독주택 ,987434,864912,854365,804464,872454,1081582,1297904,1084789,1090721,876347,819013,847386
전기,송파구,신천동, 공동주택 ,9375271,8268926,8119852,7807576,8609058,10431671,12034961,9977888,9978209,8263847,8106594,8932768
전기,송파구,오금동, 공동주택 ,4317374,3756830,3757297,3409028,3628323,4668108,5427145,4204734,4862170,4148554,4294842,4638087
전기,송파구,오금동, 단독주택 ,702529,601227,581615,519958,551585,689764,804017,652508,654086,531923,546014,603720
전기,송파구,잠실동, 공동주택 ,15954114,14029910,14383470,13242641,13920659,16963613,20389266,16835676,16849136,13710385,13864947,14615255
전기,송파구,잠실동, 단독주택 ,1153383,991177,996648,923347,1016672,1293343,1567783,1273608,1274152,973804,933794,1013938
전기,송파구,장지동, 공동주택 ,5446014,4878200,4962194,4537165,4712873,5541810,7082551,6304240,7484116,5727924,5540707,5699504
전기,송파구,장지동, 단독주택 ,1312,1271,1269,1204,1194,1191,1229,1270,1270,1319,1319,1362
전기,송파구,풍납동, 공동주택 ,3347597,3004670,2986777,2741669,2857955,3586509,4083099,3275553,3295571,2818269,2881342,3086437
전기,송파구,풍납동, 단독주택 ,1561759,1322575,1316312,1186759,1251849,1558153,1897544,1540707,1542174,1215914,1214948,1305130
전기,양천구,목동, 공동주택 ,22034863,20378077,20042996,19101897,20517060,26047625,29840692,24293994,24371968,20181275,19276739,20565112
전기,양천구,목동, 단독주택 ,2519807,2150056,2124879,1936056,2062732,2564442,3080080,2560413,2576492,2069780,1995979,2164882
전기,양천구,신월동, 공동주택 ,11553473,10099086,10261255,9440114,9899241,12487932,14684640,11619726,13151631,11066099,11201509,11877756
전기,양천구,신월동, 단독주택 ,3725755,3151236,3088939,2781188,2940339,3682664,4416986,3597062,3644514,2962849,2920387,3195918
전기,양천구,신정동, 공동주택 ,20673624,18302970,18778002,17016595,17394957,20353501,25398122,21399447,22574527,18330812,18375337,18895721
전기,양천구,신정동, 단독주택 ,2906429,2475850,2439351,2203910,2342066,2925039,3550502,2892180,2906120,2355410,2288782,2489738
전기,영등포구,당산동, 공동주택 ,988713,880137,876045,779398,829146,980540,1269097,1125601,1129758,867840,811141,829715
전기,영등포구,당산동, 단독주택 ,17786,16247,16652,15192,16212,18948,20949,17764,17969,16205,16095,17096
전기,영등포구,당산동1가, 공동주택 ,555572,493206,470468,443656,467026,577645,665736,554902,557379,458133,455884,532569
전기,영등포구,당산동1가, 단독주택 ,444779,382259,368468,324357,330067,385897,497490,440711,440832,350133,330923,342429
전기,영등포구,당산동2가, 공동주택 ,454939,450519,400844,399718,438211,601794,578772,433506,433506,406936,408137,486051
전기,영등포구,당산동2가, 단독주택 ,93245,74176,75299,68618,78172,105408,119181,85031,90696,76773,77263,92321
전기,영등포구,당산동3가, 공동주택 ,891514,805418,808589,726513,736723,862257,1093335,947638,948018,759117,746406,795009
전기,영등포구,당산동3가, 단독주택 ,262961,212711,195380,176750,203113,268775,308485,242548,241489,194860,195919,236142
전기,영등포구,당산동4가, 공동주택 ,1495392,1329659,1351576,1231387,1265282,1495523,1860511,1574253,1692922,1344835,1308753,1330143
전기,영등포구,당산동4가, 단독주택 ,101580,91525,85555,73947,77513,87473,111984,105803,105599,82337,73953,75681
전기,영등포구,당산동5가, 공동주택 ,1596711,1415076,1434030,1322475,1374372,1621531,1953747,1660724,1661180,1373900,1361807,1440005
전기,영등포구,당산동5가, 단독주택 ,22369,18157,19090,18918,22106,27930,30995,23200,23200,18714,19043,22538
전기,영등포구,당산동6가, 공동주택 ,139205,122499,125940,114386,127992,175078,202270,159942,160444,122240,119421,125508
전기,영등포구,당산동6가, 단독주택 ,180252,151401,150321,136763,148337,200285,227873,181977,182717,143098,144182,154395
전기,영등포구,대림동, 공동주택 ,3877534,3514639,3437500,3177304,3346112,4247584,4856705,3958389,4230473,3628043,3538093,3806468
전기,영등포구,대림동, 단독주택 ,4224677,3604108,3602993,3255587,3425290,4378186,5469663,4352233,4391502,3475918,3392825,3624464
전기,영등포구,도림동, 공동주택 ,1075724,947804,981854,896960,933712,1142191,1390545,1129649,1138325,950590,944629,988639
전기,영등포구,도림동, 단독주택 ,1136692,969215,980143,884027,924262,1163378,1438517,1137272,1145921,930638,928107,994510
전기,영등포구,문래동1가, 공동주택 ,13365,11428,11062,9213,8529,8918,13588,11998,12684,9698,9891,10879
전기,영등포구,문래동1가, 단독주택 ,222871,204764,163736,114341,113912,130344,160014,144459,144459,107681,105141,134359
전기,영등포구,문래동2가, 공동주택 ,137907,120358,120838,108540,115701,154930,140594,124462,124462,110804,116101,125772
전기,영등포구,문래동2가, 단독주택 ,143073,128812,102881,78498,83888,103684,130923,115207,115207,90686,81004,99828
전기,영등포구,문래동3가, 공동주택 ,1523930,1458170,1402175,1332645,1393024,1779566,1956404,1576192,1591750,1370794,1357996,1478997
전기,영등포구,문래동3가, 단독주택 ,72713,58407,51572,49186,59973,73557,84187,70694,71462,57202,50366,59992
전기,영등포구,문래동4가, 공동주택 ,275823,245348,251597,224677,225242,247936,319983,295883,295883,238612,237794,239909
전기,영등포구,문래동4가, 단독주택 ,272103,245378,198156,139860,144732,172731,216528,201124,201124,146646,141775,177230
전기,영등포구,문래동5가, 공동주택 ,588304,556908,530961,498740,527068,638131,693495,580133,692653,593198,586559,636396
전기,영등포구,문래동5가, 단독주택 ,3663,3276,2418,1098,1039,1448,1673,1637,1637,981,1258,2287
전기,영등포구,문래동6가, 공동주택 ,1132290,1022225,1020785,912631,940008,1133155,1401844,1237508,1376067,1101536,1044195,1084014
전기,영등포구,신길동, 공동주택 ,7112661,6525447,6385698,5941882,6281272,7991398,8986235,7222622,8452710,7366125,7221475,7789856
전기,영등포구,신길동, 단독주택 ,6507297,5735337,5671409,5222630,5549083,7019130,8287030,6651254,5827835,4736668,4613570,4919649
전기,영등포구,양평동1가, 공동주택 ,390327,338664,344508,314022,332874,419453,479622,382664,387669,329131,323690,344366
전기,영등포구,양평동1가, 단독주택 ,256462,225067,208129,179369,176892,206944,257917,229387,219567,179083,174707,188286
전기,영등포구,양평동2가, 공동주택 ,421572,368914,377483,336944,342263,397369,503253,438743,438743,348686,345002,356214
전기,영등포구,양평동2가, 단독주택 ,79813,65948,63798,57813,63747,87242,99552,77533,77197,59482,59984,69379
전기,영등포구,양평동3가, 공동주택 ,1151692,1027490,1021344,942243,995041,1277180,1425222,1093011,1186958,1045064,1036461,1139539
전기,영등포구,양평동3가, 단독주택 ,70765,63111,60883,54427,56661,64715,82571,71737,70549,57297,51570,54006
전기,영등포구,양평동4가, 공동주택 ,486353,426480,428874,393365,420190,546689,644824,515225,531597,438277,425212,442366
전기,영등포구,양평동4가, 단독주택 ,199368,171760,158863,142454,151772,192748,229963,191714,197157,158783,153085,166201
전기,영등포구,양평동5가, 공동주택 ,683622,663590,605422,591511,648268,861287,825375,631480,639049,602746,611591,719718
전기,영등포구,양평동5가, 단독주택 ,55873,40940,40414,38062,43516,55154,58346,44643,44643,37294,41428,56061
전기,영등포구,양평동6가, 공동주택 ,401573,350576,358321,324758,347018,426010,513358,414357,409753,329553,332656,347055
전기,영등포구,양평동6가, 단독주택 ,35646,28584,28422,26031,28616,38324,44394,31388,31388,25288,28267,32313
전기,영등포구,여의도동, 공동주택 ,6399644,6122459,5608888,5659507,6541478,9135840,8967868,6458303,6462330,5746486,5787383,6991851
전기,영등포구,영등포동, 공동주택 ,1292843,1133258,1159306,1055125,1099643,1419636,1657480,1292168,1326727,1127857,1144644,1204128
전기,영등포구,영등포동, 단독주택 ,506349,428869,417220,375955,393467,502193,599310,480106,486612,393781,397426,440111
전기,영등포구,영등포동1가, 공동주택 ,143504,127423,126595,117381,124347,156778,186619,154937,193279,158681,141723,146531
전기,영등포구,영등포동1가, 단독주택 ,9039,7012,6216,5447,6678,7823,8334,8844,8682,7937,7897,8578
전기,영등포구,영등포동2가, 공동주택 ,116575,102168,100343,95483,108756,147983,173660,147328,149480,119360,105043,112120
전기,영등포구,영등포동2가, 단독주택 ,137974,110800,103319,88327,90292,99175,105433,84931,85903,73050,82249,104004
전기,영등포구,영등포동3가, 공동주택 ,59575,53557,52523,50935,58269,76281,87466,71616,66991,52343,44608,48630
전기,영등포구,영등포동3가, 단독주택 ,26159,22473,23035,21761,26781,35287,39029,33494,27096,20951,18277,19896
전기,영등포구,영등포동4가, 공동주택 ,104514,88473,83675,76416,91515,124687,138558,110052,110052,84569,78302,84951
전기,영등포구,영등포동4가, 단독주택 ,81129,67067,56067,45945,46975,60630,66264,53310,55069,46192,53144,71809
전기,영등포구,영등포동5가, 공동주택 ,211656,181430,188444,173761,184547,206941,230801,203288,238892,208440,211892,223221
전기,영등포구,영등포동5가, 단독주택 ,138894,105323,101744,88987,98614,113970,121152,94695,94695,76763,78395,90965
전기,영등포구,영등포동6가, 공동주택 ,54145,48053,48759,45284,55068,76706,86738,60572,64236,49651,50314,54498
전기,영등포구,영등포동6가, 단독주택 ,67755,56019,55973,52449,60643,78119,86922,65283,66806,53748,58372,68739
전기,영등포구,영등포동7가, 공동주택 ,1541595,1451987,1294592,1260419,1448117,1924495,1986001,1569414,1635756,1423101,1326651,1570993
전기,영등포구,영등포동7가, 단독주택 ,136314,115295,109556,94002,103052,151736,181689,137100,138094,103754,104757,119945
전기,영등포구,영등포동8가, 공동주택 ,547403,478553,478178,435552,455067,549478,665314,567119,567119,459096,451964,479372
전기,영등포구,영등포동8가, 단독주택 ,52719,45667,45919,42829,45963,56228,63426,53510,49870,41006,41032,45811
전기,용산구,갈월동, 공동주택 ,137977,121228,119859,108172,113869,134089,185028,168754,168968,121949,110858,114417
전기,용산구,갈월동, 단독주택 ,217929,193524,177104,153992,158087,181610,253131,227888,227884,169590,156529,162986
전기,용산구,남영동, 공동주택 ,11362,9428,9457,7515,7964,11322,13017,10359,10359,7959,8602,10110
전기,용산구,남영동, 단독주택 ,143535,124291,107894,97468,110944,138019,163883,134831,135040,108080,106600,127597
전기,용산구,도원동, 공동주택 ,643709,674464,611233,613581,647942,887153,844294,630874,631671,626301,626063,706731
전기,용산구,도원동, 단독주택 ,5372,4676,4063,3289,3608,4765,6546,5581,5581,3975,3685,4226
전기,용산구,동빙고동, 공동주택 ,765371,657926,655423,598288,655498,867354,1007299,738017,738206,627114,631781,681995
전기,용산구,동빙고동, 단독주택 ,293518,249096,241603,217018,234548,305452,369511,298499,297991,236879,226344,245946
전기,용산구,동자동, 공동주택 ,86584,72041,72458,63841,70454,89948,100822,76193,76207,65578,68058,76078
전기,용산구,동자동, 단독주택 ,260559,205926,196734,174296,188748,235206,259991,203161,203225,176972,191890,237904
전기,용산구,문배동, 공동주택 ,1341778,1219922,1180335,1107107,1181343,1467949,1736924,1498457,1498553,1175324,1116673,1215345
전기,용산구,문배동, 단독주택 ,3956,3514,2911,3057,3595,4689,5399,4221,4221,2951,2402,2404
전기,용산구,보광동, 공동주택 ,373753,325747,327373,295694,310367,403937,488832,386774,387314,310574,310691,328321
전기,용산구,보광동, 단독주택 ,1597415,1357083,1323809,1182129,1257448,1639733,2003786,1605339,1608218,1261687,1223496,1336340
전기,용산구,산천동, 공동주택 ,620606,547822,554555,517326,555642,720766,789041,575169,575169,528429,552731,600133
전기,용산구,산천동, 단독주택 ,48048,39829,40098,40039,47140,55491,61627,48147,48147,41227,41365,46396
전기,용산구,서계동, 공동주택 ,229737,205658,209034,188941,201903,264435,296463,229313,230418,191659,190119,200865
전기,용산구,서계동, 단독주택 ,556130,491815,485450,444085,483772,597186,648579,534177,534131,459650,462528,514586
전기,용산구,서빙고동, 공동주택 ,849141,717725,724449,651950,720177,992381,1118748,771887,773148,676981,722591,799406
전기,용산구,서빙고동, 단독주택 ,109851,88608,83719,75777,81614,106805,123076,95458,95306,77675,79940,92510
전기,용산구,신계동, 공동주택 ,31764,27617,26936,24884,28023,36234,42156,33585,33590,27500,25556,26969
전기,용산구,신계동, 단독주택 ,76760,63401,49938,41472,45875,58415,65891,56235,56650,45071,43402,57686
전기,용산구,신창동, 공동주택 ,153564,137930,143429,132333,135831,158484,207960,180915,186171,143473,139635,141246
전기,용산구,신창동, 단독주택 ,126532,109561,110269,98265,104686,129644,158616,133322,133043,108607,104344,106705
전기,용산구,용문동, 공동주택 ,369636,325562,332174,302790,322471,432180,513229,402296,416541,338236,331494,344158
전기,용산구,용문동, 단독주택 ,481996,411080,410099,383315,416327,523687,602659,488088,487887,386944,372850,409563
전기,용산구,용산동2가, 공동주택 ,506692,442550,446227,402525,425226,540932,677469,564646,570451,446003,430947,442828
전기,용산구,용산동2가, 단독주택 ,1338769,1123039,1062686,973357,1061324,1318212,1562482,1306926,1305549,1033081,1032817,1140808
전기,용산구,용산동3가, 공동주택 ,2167,1867,1939,1673,1837,2570,3402,3534,3534,2473,1984,1899
전기,용산구,용산동3가, 단독주택 ,44556,37931,34897,30129,30854,35428,46365,43505,43505,35538,33047,34425
전기,용산구,용산동5가, 공동주택 ,1119123,960913,948400,864876,936450,1184546,1480971,1254256,1254256,982204,900078,911768
전기,용산구,용산동5가, 단독주택 ,48718,45475,42034,36832,36023,37361,41703,37292,37292,35036,39876,42521
전기,용산구,원효로1가, 공동주택 ,1650470,1440445,1249100,1341320,1550205,2082706,2276202,1800153,1824445,1397456,1344598,1702885
전기,용산구,원효로1가, 단독주택 ,358675,312319,284021,247629,266745,326163,422073,360783,361280,278444,255755,268165
전기,용산구,원효로2가, 공동주택 ,119348,101931,96715,85132,94734,131846,150400,110290,114648,92111,97799,111452
전기,용산구,원효로2가, 단독주택 ,144657,114826,109397,101012,110074,142811,155337,118618,119154,95577,98480,124796
전기,용산구,원효로3가, 공동주택 ,72963,63537,65515,59546,61008,70195,95803,88601,98883,72606,65824,67383
전기,용산구,원효로3가, 단독주택 ,167185,147689,140949,124078,127092,143449,189980,170848,170597,131186,124272,129397
전기,용산구,원효로4가, 공동주택 ,238259,206652,209488,190858,202826,264389,308008,239806,243378,204376,207360,221848
전기,용산구,원효로4가, 단독주택 ,43938,35771,33789,30240,31777,43205,49635,38027,38027,29956,31838,36852
전기,용산구,이촌동, 공동주택 ,5093433,4510582,4601970,4259256,4530634,5913551,6615755,4867540,5355896,4701597,4841566,5128106
전기,용산구,이촌동, 단독주택 ,49936,42315,39202,33140,33481,40888,52987,42254,42254,33216,32946,38493
전기,용산구,이태원동, 공동주택 ,1276831,1133551,1068764,999279,1034887,1391000,1631129,1276191,1282343,1116386,1113538,1187833
전기,용산구,이태원동, 단독주택 ,1867840,1571068,1493920,1361156,1518518,1999578,2421220,1944441,1948041,1502343,1432143,1623048
전기,용산구,주성동, 공동주택 ,50278,43763,42648,37654,40051,52406,68541,56054,57292,42748,40614,43693
전기,용산구,주성동, 단독주택 ,73088,63617,61752,53292,54754,66293,91310,80517,80545,59872,54442,57009
전기,용산구,청암동, 공동주택 ,183002,156069,163830,155684,169055,218437,248114,180654,180654,158101,165065,180668
전기,용산구,청암동, 단독주택 ,12091,10393,10277,9695,10486,14924,15895,12365,12365,10393,10615,12143
전기,용산구,청파동1가, 공동주택 ,540272,483364,496429,445061,457223,551809,716042,628266,637047,488779,472002,477843
전기,용산구,청파동1가, 단독주택 ,384587,347692,333277,292264,298078,350170,446321,401588,401561,317279,302234,309767
전기,용산구,청파동2가, 공동주택 ,128332,114113,120232,108289,112997,135273,177794,157614,169211,126887,117600,119004
전기,용산구,청파동2가, 단독주택 ,221723,198774,200587,176780,189701,232246,297679,263818,264326,207464,188653,196559
전기,용산구,청파동3가, 공동주택 ,125925,110875,116075,106780,121406,165531,187662,134196,142318,118147,119914,129018
전기,용산구,청파동3가, 단독주택 ,369036,320629,321674,300336,335176,434195,485043,377538,377602,316048,319084,349302
전기,용산구,한강로1가, 공동주택 ,1008627,879695,871724,800559,896118,1163998,1370114,1105911,1108997,877228,825169,877469
전기,용산구,한강로1가, 단독주택 ,130925,115364,102116,84142,93787,118480,149798,138127,138127,103440,97589,104366
전기,용산구,한강로2가, 공동주택 ,1666225,1511037,1502997,1567616,1852205,2349017,2529298,2081171,2083725,1606765,1462060,1655452
전기,용산구,한강로2가, 단독주택 ,179490,156549,148714,137836,160657,177209,213754,193661,193798,159356,149513,166331
전기,용산구,한강로3가, 공동주택 ,1109567,985389,948444,867250,917215,1195048,1434443,1166003,1166420,923748,884611,987756
전기,용산구,한강로3가, 단독주택 ,290345,234104,224827,210195,225317,277101,319678,249812,250089,211495,214476,280168
전기,용산구,한남동, 공동주택 ,4844674,4168959,4153064,3885913,4379639,5673223,6543239,5160178,5272847,4218479,4089306,4503117
전기,용산구,한남동, 단독주택 ,1640852,1371800,1296217,1146674,1263468,1639195,1984581,1632561,1626594,1278979,1220496,1378839
전기,용산구,효창동, 공동주택 ,954522,834693,850382,766484,802861,1022713,1250119,1010517,1025428,831069,821021,845981
전기,용산구,효창동, 단독주택 ,235115,198662,194689,175331,183181,229342,285586,233976,234004,184727,179431,194611
전기,용산구,후암동, 공동주택 ,1213784,1067636,1101519,1010944,1060442,1332510,1636144,1359760,1370460,1073929,1050472,1089562
전기,용산구,후암동, 단독주택 ,1079985,915054,896065,804651,852767,1075407,1281419,1049043,1049326,840031,838714,921954
전기,은평구,갈현동, 공동주택 ,4235149,3698979,3821266,3474864,3619223,4579276,5464640,4324981,4398922,3614976,3610032,3689060
전기,은평구,갈현동, 단독주택 ,2129552,1812146,1788729,1634227,1740997,2174146,2567126,2071341,2076169,1663307,1608798,1688592
전기,은평구,구산동, 공동주택 ,3184058,2825212,2878454,2745960,2740948,3404620,4089776,3318230,3366979,2818391,2812429,2943510
전기,은평구,구산동, 단독주택 ,751688,646871,638607,572339,605943,728338,900981,757868,761086,606509,592700,633324
전기,은평구,녹번동, 공동주택 ,3189254,2837217,2836399,2598774,2765349,3544196,4021206,3096122,4037330,3516643,3676614,4015339
전기,은평구,녹번동, 단독주택 ,1078484,914474,918031,834828,895898,1157225,1332421,1018514,1022737,860470,893615,976890
전기,은평구,대조동, 공동주택 ,2117335,1876050,1899934,1739299,1814447,2283455,2781132,2301216,2341295,1895464,1861654,1944687
전기,은평구,대조동, 단독주택 ,1281006,1097839,1075463,976420,1028725,1257451,1547036,1289475,1298833,1041281,1021071,1094902
전기,은평구,불광동, 공동주택 ,6552991,5731108,5748829,5217079,5406293,6661991,7784600,6337425,6619436,5650376,5743399,6199157
전기,은평구,불광동, 단독주택 ,14697205,12762457,13429738,12974264,13465468,15359827,17738946,15311595,15317161,13568503,13547015,13501527
전기,은평구,수색동, 공동주택 ,1271113,1198764,1125060,1155715,1252221,1640343,1664920,1296725,1803647,1632246,1586078,1892265
전기,은평구,수색동, 단독주택 ,168401,141055,134375,118336,126533,154067,180002,146083,146357,124602,129229,141154
전기,은평구,신사동, 공동주택 ,4581460,4172359,4170986,3880169,4043948,5026201,5803475,4700564,4770921,4102807,4108601,4358203
전기,은평구,신사동, 단독주택 ,1475631,1266315,1245272,1124659,1178772,1425977,1731958,1447369,1452238,1153704,1126010,1209010
전기,은평구,역촌동, 공동주택 ,4301799,3744461,3857089,3545435,3728459,4636083,5730484,4670974,4802320,3824953,3791107,3931759
전기,은평구,역촌동, 단독주택 ,1780417,1521781,1497768,1362711,1454243,1772584,2165335,1816303,1817263,1432306,1398739,1499991
전기,은평구,응암동, 공동주택 ,6252313,5544183,5626144,5228309,5493114,6736077,7902499,6493564,7818972,6617225,6557881,6922579
전기,은평구,응암동, 단독주택 ,2576109,2199929,2185615,1992338,2091794,2533798,3115785,2589131,2592960,2087189,2046580,2204788
전기,은평구,증산동, 공동주택 ,1475324,1313052,1299791,1185641,1237879,1573601,1843963,1479836,1496352,1250686,1240309,1333427
전기,은평구,증산동, 단독주택 ,623596,540364,517136,447977,456141,550647,701398,596534,596541,477311,470999,500785
전기,은평구,진관동, 공동주택 ,7904878,6970328,7034780,6503937,6771396,8136179,9490579,7887933,8699181,7303821,7361932,7747312
전기,은평구,진관동, 단독주택 ,106262,85523,77224,60063,58783,65496,76938,66549,71433,62474,72632,84334
전기,종로구,가회동, 공동주택 ,68889,58297,55681,50564,50066,60737,79384,68675,68948,57106,50753,56125
전기,종로구,가회동, 단독주택 ,266696,230868,211423,187307,198386,227473,285108,267089,269783,214791,196861,211858
전기,종로구,견지동, 공동주택 ,217065,183568,157363,175549,202187,266782,255111,189423,189423,161404,168470,252384
전기,종로구,견지동, 단독주택 ,13995,13101,9779,4755,3381,3179,4005,3699,3699,3001,4349,5987
전기,종로구,경운동, 공동주택 ,10072,8953,8881,7749,8229,10183,12563,10834,10882,8768,8084,8315
전기,종로구,경운동, 단독주택 ,4682,4009,3632,3158,3659,5226,5589,4726,4726,3904,3512,3689
전기,종로구,계동, 공동주택 ,23383,20973,21760,20193,22831,29642,33086,24666,24666,19929,20348,22422
전기,종로구,계동, 단독주택 ,211297,170998,153039,139234,156725,197403,230402,181232,180322,145676,146948,176930
전기,종로구,관수동, 단독주택 ,71245,65811,47764,31027,30259,38862,48699,45631,45631,29337,28328,36571
전기,종로구,관철동, 단독주택 ,36077,27191,29335,33108,38868,43403,46339,37546,37546,32309,28620,37225
전기,종로구,관훈동, 단독주택 ,76444,60076,49391,42872,56317,72263,78879,63617,64342,52419,51021,67495
전기,종로구,교남동, 단독주택 ,14861,11187,9866,9811,11315,14000,14809,13525,13525,11619,11483,16555
전기,종로구,교북동, 공동주택 ,51016,39495,36694,34137,37918,46498,52193,37042,89127,79795,81750,103405
전기,종로구,교북동, 단독주택 ,6312,4579,3703,3004,3443,4087,5612,4201,4201,3553,4398,6250
전기,종로구,구기동, 공동주택 ,706576,584084,577053,510524,529849,693687,792134,575998,578306,525444,569537,649823
전기,종로구,구기동, 단독주택 ,376093,291075,264607,219760,220661,289264,327122,244252,243977,222059,258385,329778
전기,종로구,궁정동, 공동주택 ,14892,13485,14522,12583,11807,12573,17094,14929,14929,10868,11440,11066
전기,종로구,궁정동, 단독주택 ,14438,12143,12059,10762,11437,13559,16740,16200,15635,12511,12426,12380
전기,종로구,권농동, 단독주택 ,64173,55408,45052,33694,37390,49267,51874,44021,43489,34168,36153,49649
전기,종로구,낙원동, 공동주택 ,4581,4336,4428,3857,4179,5167,6493,5749,5971,4623,4436,4471
전기,종로구,낙원동, 단독주택 ,30795,27192,24113,20318,20833,26259,30102,24701,21490,18513,22076,25520
전기,종로구,내수동, 공동주택 ,197272,165153,156858,137147,150758,193204,220032,176175,176175,147759,144784,159229
전기,종로구,내수동, 단독주택 ,8127,7012,6016,6397,6699,9860,9904,7853,7853,6241,7041,8129
전기,종로구,내자동, 단독주택 ,32831,24936,21216,18816,21469,27661,30406,24554,24554,19759,21923,29351
전기,종로구,누상동, 공동주택 ,319454,278712,284343,256772,267303,357456,411169,310909,310572,260130,273552,290035
전기,종로구,누상동, 단독주택 ,71513,57119,55205,48270,51310,66358,74942,58668,58814,48465,52385,61336
전기,종로구,누하동, 공동주택 ,20912,18255,18429,16685,18921,24444,27333,20805,20805,17953,18409,19993
전기,종로구,누하동, 단독주택 ,125708,96337,95054,89979,103902,131790,148223,107770,107770,91354,93289,116213
전기,종로구,당주동, 공동주택 ,251923,206517,228787,239422,303729,349981,367851,306955,307199,236224,229908,250484
전기,종로구,당주동, 단독주택 ,4434,2702,2071,1687,3035,4879,6004,4353,4353,4097,5181,8640
전기,종로구,도렴동, 단독주택 ,1255,1055,1050,1276,1543,1808,1763,738,738,1447,1488,1951
전기,종로구,돈의동, 단독주택 ,140012,129279,146426,138748,135623,107461,95576,82944,84988,65825,61278,68784
전기,종로구,동숭동, 공동주택 ,266776,236169,242159,215681,217541,251670,340573,304694,305163,235734,224918,229003
전기,종로구,동숭동, 단독주택 ,232198,203455,201961,180235,188018,226717,290227,256699,257133,200862,186130,192774
전기,종로구,명륜1가, 공동주택 ,301590,267243,280121,251035,261407,319569,397574,331282,331784,273481,263818,269563
전기,종로구,명륜1가, 단독주택 ,291072,251732,248430,216151,228908,292589,366950,307747,308302,251439,233928,251250
전기,종로구,명륜2가, 공동주택 ,397780,344329,347705,314830,335128,434254,494487,383976,398461,337547,337363,366882
전기,종로구,명륜2가, 단독주택 ,103961,90577,91380,83256,94896,126171,147866,120640,120733,99136,91873,99808
전기,종로구,명륜3가, 공동주택 ,198712,172464,173964,156553,169141,220383,262640,214694,215190,174223,170638,182801
전기,종로구,명륜3가, 단독주택 ,419595,372206,382001,338404,366773,462816,579272,483586,485174,390508,365879,390149
전기,종로구,명륜4가, 공동주택 ,50348,42492,41856,37640,42303,55409,62600,47352,47554,40117,41489,47745
전기,종로구,명륜4가, 단독주택 ,139736,109248,101879,98020,111555,142676,159980,128241,128241,101493,103847,136901
전기,종로구,묘동, 단독주택 ,63041,54683,41454,31054,37022,48995,52356,48704,47297,34880,35286,45891
전기,종로구,무악동, 공동주택 ,1215055,1093493,1065215,1004886,1075716,1397670,1455220,1129233,1129601,1008979,1027214,1138016
전기,종로구,무악동, 단독주택 ,54380,43999,43170,38615,39666,45587,53704,49528,49861,38541,37794,42342
전기,종로구,봉익동, 단독주택 ,169530,152235,117957,85978,100526,128262,127649,122953,123591,89548,94382,120617
전기,종로구,부암동, 공동주택 ,261968,229645,231437,204298,203086,236863,304755,272044,279191,215444,218077,226207
전기,종로구,부암동, 단독주택 ,536549,459827,394878,328085,308373,351212,442932,407817,406149,325841,348069,390722
전기,종로구,사간동, 단독주택 ,32628,21611,17632,16505,19685,25680,29642,19887,19887,18288,21363,32588
전기,종로구,사직동, 공동주택 ,942127,925825,841286,874679,994202,1283901,1245728,961487,961487,867420,855995,1024861
전기,종로구,사직동, 단독주택 ,63672,57177,52745,43647,43095,48767,63379,57817,57751,44667,44785,50072
전기,종로구,삼청동, 공동주택 ,11899,10972,11524,9776,9525,11715,15868,13355,13355,10084,10150,10395
전기,종로구,삼청동, 단독주택 ,248296,211397,204273,172610,171238,205589,258373,230579,233903,188498,187621,208985
전기,종로구,소격동, 단독주택 ,56031,39542,36058,35513,43941,54134,60367,42016,42016,34881,36413,54197
전기,종로구,수송동, 단독주택 ,3522,2866,2393,2566,2708,3141,3837,3584,3908,3000,2496,2453
전기,종로구,숭인동, 공동주택 ,1590649,1409315,1375324,1298872,1408262,1793207,1939327,1510154,1519415,1314436,1345583,1524337
전기,종로구,숭인동, 단독주택 ,966134,853350,833738,745835,786519,925834,1073489,907760,905212,767069,742422,804797
전기,종로구,신교동, 공동주택 ,139581,121262,122034,112310,122417,164088,184559,129801,129826,115333,119794,132391
전기,종로구,신교동, 단독주택 ,39443,32556,31556,28738,30544,40080,44770,31082,31082,28740,31992,37402
전기,종로구,신문로1가, 단독주택 ,1087,859,729,648,777,1105,1633,1381,1381,1000,744,802
전기,종로구,신문로2가, 공동주택 ,36422,31857,29633,25703,27305,33838,41687,36766,36766,28488,25541,26126
전기,종로구,신문로2가, 단독주택 ,53113,44398,40957,33504,32893,42049,51822,44802,44653,35243,35625,39092
전기,종로구,신영동, 공동주택 ,342825,292586,289614,266555,284098,380526,428502,317290,317577,277149,286765,325802
전기,종로구,신영동, 단독주택 ,167707,136402,130429,111413,112768,145571,164567,123840,123260,109671,120766,141746
전기,종로구,안국동, 공동주택 ,4416,3965,4236,4220,4288,5448,6295,4258,4258,4115,4695,5190
전기,종로구,안국동, 단독주택 ,69008,49933,47746,43992,52939,68342,75673,56779,56008,48158,51650,79863
전기,종로구,연건동, 공동주택 ,168267,139461,137372,127091,144743,198622,219572,168050,168084,138007,136048,155661
