구분,자치구명,법정동명,건물유형,2022년 1월,2022년 2월,2022년 3월,2022년 4월,2022년 5월,2022년 6월,2022년 7월,2022년 8월,2022년 9월,2022년 10월,2022년 11월,2022년 12월
전기,강남구,개포동, 공동주택 ,7200943,6617228,6493290,6029290,6479576,8591661,9211776,6948301,6987802,6252099,6360880,6841707
전기,강남구,개포동, 단독주택 ,600037,518883,499469,438967,465250,584221,738246,612861,619261,480883,460891,497147
전기,강남구,논현동, 공동주택 ,5549624,4889737,4822460,4459243,4948666,6424482,7498085,6111260,6159100,4891942,4637516,4992352
전기,강남구,논현동, 단독주택 ,3252658,2753392,2719221,2516477,2866030,3760844,4468862,3541520,3548236,2744543,2561600,2813587
전기,강남구,대치동, 공동주택 ,9672351,9024081,8574895,8287759,9229790,12421630,13281322,9977035,11198965,9848877,9762137,10872472
전기,강남구,대치동, 단독주택 ,1149983,985242,973216,886448,992722,1286973,1564003,1259657,1260655,987746,929178,990008
전기,강남구,도곡동, 공동주택 ,12827538,12468690,11585742,11730030,13261608,17651410,17662332,13417532,13015482,11507353,11422903,13204344
전기,강남구,도곡동, 단독주택 ,353066,303600,291887,255732,271626,344287,419499,357003,357045,285788,267931,275897
전기,강남구,삼성동, 공동주택 ,6672065,6137014,5909682,5635106,6184637,8177673,8756790,6768942,6773000,5843372,5793424,6418727
전기,강남구,삼성동, 단독주택 ,945776,796318,776494,705044,797872,1065651,1272567,982623,978685,773012,756692,839396
전기,강남구,세곡동, 공동주택 ,1749308,1622509,1565956,1453314,1524201,1994735,2219908,1776828,1781711,1559820,1533184,1657524
전기,강남구,세곡동, 단독주택 ,269807,237212,240729,213094,218624,261577,341280,311335,315166,234233,206124,217481
전기,강남구,수서동, 공동주택 ,3176823,2859323,2887160,2677816,2806377,3545319,3949078,3147503,3147503,2771977,2833162,2973852
전기,강남구,수서동, 단독주택 ,62395,51912,49310,40130,41740,51664,63453,54818,54818,43795,43397,49188
전기,강남구,신사동, 공동주택 ,1281936,1081758,1083934,1036882,1163244,1545840,1780398,1390934,1391111,1107766,1095197,1194307
전기,강남구,신사동, 단독주택 ,1066106,909701,866791,786174,879653,1125018,1395788,1178173,1182852,894576,805751,880800
전기,강남구,압구정동, 공동주택 ,5255591,5036856,4605620,4415461,4948986,6846739,6793063,4928034,4929641,4704032,4825207,5616991
전기,강남구,압구정동, 단독주택 ,90754,64177,49284,36167,41561,49025,52573,45869,45869,40180,50819,78000
전기,강남구,역삼동, 공동주택 ,7888072,7087333,7080276,6594767,7161582,9178640,10800214,8776532,8850330,7156565,6842127,7215548
전기,강남구,역삼동, 단독주택 ,3141048,2726728,2730324,2463711,2708945,3501081,4343774,3637193,3637836,2752110,2512313,2629880
전기,강남구,율현동, 공동주택 ,253478,219977,223285,201252,207923,262235,321819,273791,273791,222996,220368,224307
전기,강남구,율현동, 단독주택 ,165122,142257,143516,128966,135466,174163,213510,173631,176853,140860,137752,147479
전기,강남구,일원동, 공동주택 ,4810189,4403191,4326008,4481859,4399919,5779532,6084278,4715181,4756923,4307271,4349263,4706047
전기,강남구,일원동, 단독주택 ,811859,691341,695544,640540,701158,923811,1058441,810775,811029,662846,661023,727045
전기,강남구,자곡동, 공동주택 ,3358335,2987238,3011930,2714588,2785112,3287482,4078098,3637309,3637309,2868649,2851307,2934980
전기,강남구,자곡동, 단독주택 ,153846,131014,128142,110975,116234,160476,183604,143354,145684,121988,126832,140760
전기,강남구,청담동, 공동주택 ,4516539,3990834,3940404,3611439,3897988,5017629,5922112,4801800,4814627,3903639,3760699,3993257
전기,강남구,청담동, 단독주택 ,661305,560905,539325,486733,534580,678349,832682,701669,704527,546430,514486,563550
전기,강동구,강일동, 공동주택 ,3262734,3272457,2975671,2936520,3215345,4422718,4384817,3162288,3276514,3172996,3212561,3555755
전기,강동구,강일동, 단독주택 ,21655,17529,17542,15629,18429,22651,29539,25789,25995,19221,17129,16755
전기,강동구,고덕동, 공동주택 ,1787833,1567291,1363181,1464583,1498247,1713193,2251432,2105422,3347893,2513809,2524200,2565825
전기,강동구,고덕동, 단독주택 ,1418931,1204881,1195117,1102307,1198206,1508940,1726189,1359034,1354297,1085788,1084674,1185837
전기,강동구,길동, 공동주택 ,4880275,4214497,4230242,3860933,4147864,5135906,6075595,4949503,5296896,4330834,4341169,4625230
전기,강동구,길동, 단독주택 ,1660893,1418422,1400125,1263467,1355041,1674698,2050604,1720662,1720053,1345393,1293382,1394722
전기,강동구,둔촌동, 공동주택 ,2659503,2421169,2363555,2212725,2337177,2952056,3314961,2652378,2668669,2308919,2328519,2540860
전기,강동구,둔촌동, 단독주택 ,716197,608796,592734,525353,555452,693376,839238,695344,695847,555307,557756,610760
전기,강동구,명일동, 공동주택 ,5038095,4318731,4291555,4102899,4627497,6205424,6640633,4793783,4814830,4228764,4382624,4796424
전기,강동구,명일동, 단독주택 ,717881,606988,595126,541214,581625,711984,866769,730140,731908,559570,542026,585962
전기,강동구,상일동, 공동주택 ,6007567,5164761,5242562,4724407,5344678,6919667,8207262,6450611,8151285,6597727,6645727,6916270
전기,강동구,상일동, 단독주택 ,590905,492273,488133,465348,529417,679410,747641,564003,565757,473128,477114,547071
전기,강동구,성내동, 공동주택 ,6616949,5728002,5786227,5344611,5822127,7498341,8732268,6840450,6887398,5652539,5690951,6141337
전기,강동구,성내동, 단독주택 ,3185154,2715908,2675007,2448984,2649404,3386043,4011725,3277854,3287459,2596519,2539246,2767197
전기,강동구,암사동, 공동주택 ,7867117,6922380,7141626,6524962,6833328,8700999,9797024,8441639,8194111,6618855,6607781,6873203
전기,강동구,암사동, 단독주택 ,1996751,1696545,1680180,1519443,1622287,2014513,2426551,2007049,2015524,1595046,1563514,1684486
전기,강동구,천호동, 공동주택 ,7404708,6442195,6448121,5925598,6324647,7834211,9309258,7724019,7855640,6367941,6303159,6705241
전기,강동구,천호동, 단독주택 ,4408904,3776182,3721699,3340398,3546681,4428105,5417322,4463915,4479261,3559259,3480780,3719984
전기,강북구,미아동, 공동주택 ,11331474,9909130,10162079,9185881,9510978,11237281,13666123,11612143,11670004,9555050,9632155,9951027
전기,강북구,미아동, 단독주택 ,6998678,5991285,5890478,5276511,5550883,6762759,8135208,6735543,6738990,5494083,5482751,5934771
전기,강북구,번동, 공동주택 ,5103008,4402548,4490435,4104618,4306983,5375347,6266341,4956978,5035550,4256991,4403596,4692800
전기,강북구,번동, 단독주택 ,1918434,1647046,1627731,1473463,1571026,1975226,2362362,1942282,1948556,1560298,1541104,1661802
전기,강북구,수유동, 공동주택 ,7973434,6934649,7165655,6543994,6831632,8543531,10263395,8312172,8423352,6913716,6970730,7275706
전기,강북구,수유동, 단독주택 ,6124966,5238166,5144454,4596178,4860757,5908276,7170990,5990601,5955977,4818634,4778157,5149998
전기,강북구,우이동, 공동주택 ,1090548,965510,974035,878595,924532,1168390,1341955,1023168,1044675,922122,970550,1056415
전기,강북구,우이동, 단독주택 ,540195,445066,431794,385401,401897,500842,567870,443689,442615,392270,425009,488239
전기,강서구,가양동, 공동주택 ,5527773,4938892,4983850,4608484,4719479,5695747,6701861,5547315,5553551,4687723,4780083,5040675
전기,강서구,가양동, 단독주택 ,81987,66909,64453,59363,66848,89871,103554,84852,84618,66103,64332,77264
전기,강서구,개화동, 공동주택 ,7597,6732,7208,6533,6748,9495,10865,8660,8660,6927,7219,7478
전기,강서구,개화동, 단독주택 ,233954,196438,191354,169729,173187,217815,263218,210612,210567,176178,188823,213106
전기,강서구,공항동, 공동주택 ,939628,818308,841827,766692,820690,1040729,1239705,980372,1050214,862486,854386,882424
전기,강서구,공항동, 단독주택 ,1739192,1420773,1405508,1277666,1392928,1799027,2112216,1663443,1663728,1384181,1421939,1590286
전기,강서구,내발산동, 공동주택 ,5455878,4968992,4981329,4658505,4880176,6111935,7022680,5660052,5724840,4864120,4902291,5171235
전기,강서구,내발산동, 단독주택 ,583350,500157,494736,456707,492651,613822,726036,589941,590039,476554,463910,512304
전기,강서구,등촌동, 공동주택 ,8121265,7139621,7333715,6646269,6836480,8184505,9893134,8205529,8372764,7018940,7025177,7312461
전기,강서구,등촌동, 단독주택 ,784725,678407,678346,612960,654232,796163,967988,811329,823540,657677,625223,669264
전기,강서구,마곡동, 공동주택 ,4565865,4151007,4169977,3857139,4023986,4832942,6020394,5236982,5500932,4445309,4302492,4418743
전기,강서구,마곡동, 단독주택 ,29762,23980,22125,19103,26809,32177,36985,30025,22910,19606,21110,27155
전기,강서구,방화동, 공동주택 ,6588891,5880967,5949114,5367378,5447123,6523920,7903474,6612921,6884770,5773973,5818768,6107699
전기,강서구,방화동, 단독주택 ,1866446,1592648,1561937,1388531,1443128,1762665,2150306,1768162,1777957,1462247,1458122,1580773
전기,강서구,염창동, 공동주택 ,5578250,4968333,4994078,4562262,4755290,5769533,6787036,5658602,5948665,4948005,4939030,5155231
전기,강서구,염창동, 단독주택 ,155150,129440,125543,116406,128484,153518,174062,146741,149276,119724,112208,122408
전기,강서구,오곡동, 단독주택 ,2376,1869,1704,1146,1236,849,1018,897,897,742,842,1417
전기,강서구,외발산동, 공동주택 ,86228,73281,75623,70182,76475,103345,118773,82593,83695,71663,75198,81306
전기,강서구,외발산동, 단독주택 ,38708,30525,27963,26288,28809,36854,40069,29627,29631,26418,28479,35484
전기,강서구,화곡동, 공동주택 ,21754912,19238698,19684782,18095052,19016106,24017491,28683302,23451609,23744139,19734253,19267115,20355511
전기,강서구,화곡동, 단독주택 ,6578490,5611210,5595336,5102318,5467228,6789312,8138094,6696127,6708377,5460993,5238396,5712414
전기,관악구,남현동, 공동주택 ,1472742,1306289,1341144,1223351,1277124,1604331,1868460,1522031,1523487,1277585,1279526,1325837
전기,관악구,남현동, 단독주택 ,713831,622189,634516,580877,629273,814975,962668,779437,783285,629747,607940,636725
전기,관악구,봉천동, 공동주택 ,18927739,16451954,16750695,15509743,16557846,20515756,23473775,18590665,19678661,16906374,17081521,18295123
전기,관악구,봉천동, 단독주택 ,9524665,8305394,8363422,7654326,8307337,10550577,12622783,10417067,11030536,8799142,8238861,8666233
전기,관악구,신림동, 공동주택 ,15684522,13653965,13885385,12685202,13280362,16540252,19369379,15546317,15637776,13214046,13339187,14074814
전기,관악구,신림동, 단독주택 ,14134045,12234319,12273349,11178070,12025394,15249656,18434720,15079780,15204661,12164636,11650192,12345007
전기,광진구,광장동, 공동주택 ,4773615,4310306,4098735,3837255,4179161,5652406,6064146,4369546,4374624,3982471,4109465,4685885
전기,광진구,광장동, 단독주택 ,316158,255931,246332,227424,253958,327438,367883,287614,287757,235693,239707,284535
전기,광진구,구의동, 공동주택 ,7519937,6682031,6691538,6252392,6711789,8580934,9828498,7753133,7915030,6635727,6667650,7207648
전기,광진구,구의동, 단독주택 ,3427130,2937321,2920333,2654356,2856454,3587531,4372312,3597587,3620485,2858731,2782051,2986277
전기,광진구,군자동, 공동주택 ,1222153,1047280,1060736,970227,1059288,1364007,1589401,1268912,1279723,1050486,1048628,1146117
전기,광진구,군자동, 단독주택 ,1740301,1498138,1492101,1363406,1500140,1944666,2299292,1844633,1846571,1478684,1410012,1523195
전기,광진구,능동, 공동주택 ,477014,421438,430883,387558,409626,526824,653836,549895,563678,438369,421518,438824
전기,광진구,능동, 단독주택 ,1117167,965429,959741,838950,880193,1101766,1361235,1170116,1178275,923607,902303,966811
전기,광진구,자양동, 공동주택 ,11932771,10447411,10558203,10195734,11360785,14310026,16241729,13243605,13574164,10728315,10404034,11350466
전기,광진구,자양동, 단독주택 ,5383806,4565967,4515614,4134375,4467799,5672525,6786178,5478795,5497951,4385247,4282944,4659173
전기,광진구,중곡동, 공동주택 ,4246974,3712045,3816430,3464012,3654290,4701871,5639998,4498293,4878594,3943505,3964420,4216607
전기,광진구,중곡동, 단독주택 ,6201055,5272742,5230628,4736028,5036353,6410792,7646669,6194220,6226061,5004534,4963115,5410357
전기,광진구,화양동, 공동주택 ,964929,844568,874510,893195,990482,1226699,1430050,1158600,1182503,925481,860539,912188
전기,광진구,화양동, 단독주택 ,2257775,1965389,1982550,1875030,2148334,2772273,3276836,2695685,2705287,2126370,1932240,2058898
전기,구로구,가리봉동, 공동주택 ,533292,455497,456985,407484,424028,535946,664952,533510,543485,438727,436435,475295
전기,구로구,가리봉동, 단독주택 ,1298368,1093376,1080137,964432,1001847,1246208,1616881,1341425,1363535,1068126,1005580,1076956
전기,구로구,개봉동, 공동주택 ,9010467,8023781,8190678,7500016,7755221,9425678,11238118,9217877,9742091,8207080,8287904,8749500
전기,구로구,개봉동, 단독주택 ,2411023,2047013,2014928,1816461,1896364,2331556,2836049,2307042,2313263,1886239,1878482,2047363
전기,구로구,고척동, 공동주택 ,4962824,4351732,4500665,4099859,4243195,5229208,6149060,4990705,5012562,4209123,4351153,4645916
전기,구로구,고척동, 단독주택 ,1676117,1428952,1415403,1265638,1325724,1660912,1979054,1576711,1580257,1312774,1321355,1444717
전기,구로구,구로동, 공동주택 ,13022244,11710490,11659754,10708737,11229914,13767178,16171971,13290035,13340951,11162042,11039971,12021554
전기,구로구,구로동, 단독주택 ,4753029,4031287,4042516,3660663,3851288,4835949,5969954,4797034,4803971,3822205,3804668,4122894
전기,구로구,궁동, 공동주택 ,1594432,1401754,1446781,1312743,1351311,1631713,2034743,1687207,1706627,1404987,1394118,1438434
전기,구로구,궁동, 단독주택 ,268467,224189,215460,188191,186887,213227,272260,237551,235223,188957,193039,209743
전기,구로구,신도림동, 공동주택 ,9707074,9061303,9277040,10223333,11127915,14293602,14893889,12427111,12430541,10170659,9899462,10412749
전기,구로구,신도림동, 단독주택 ,358691,290851,263866,217013,226445,285288,335574,278540,290347,232978,245570,299631
전기,구로구,오류동, 공동주택 ,4611154,4009520,4186110,3740529,3883866,4754914,5576291,4523696,4777200,4040219,4107009,4375217
전기,구로구,오류동, 단독주택 ,1064126,902620,877425,791305,829155,1021284,1232243,1003347,1005591,828742,821267,884784
전기,구로구,온수동, 공동주택 ,771263,666616,678616,622444,659510,845506,974995,727555,736789,638580,668132,712754
전기,구로구,온수동, 단독주택 ,176152,137592,120412,85011,91698,118852,104154,96116,96324,88476,107111,159103
전기,구로구,천왕동, 공동주택 ,2049407,1767486,1818049,1642633,1703834,2094198,2570207,2080730,2031474,1654257,1691472,1774955
전기,구로구,천왕동, 단독주택 ,13493,12229,12036,10538,10465,12206,13583,11765,11977,10641,12094,13391
전기,구로구,항동, 공동주택 ,1447951,1369238,1319791,1251806,1382992,1849896,1960272,1449475,1957879,1694606,1723084,1845433
전기,구로구,항동, 단독주택 ,15324,12954,13675,12161,12163,17381,25989,18755,19913,15772,16019,17651
전기,금천구,가산동, 공동주택 ,2164714,1888939,1795326,1645479,1804168,2323771,2757081,2282047,2332384,1968573,1919356,2041605
전기,금천구,가산동, 단독주택 ,800225,675470,662545,602314,642597,808448,981197,817684,822700,654455,630570,679774
전기,금천구,독산동, 공동주택 ,10154106,9066516,9019469,8431690,8995184,11231727,13019437,10780946,11012244,9214275,8984720,9631454
전기,금천구,독산동, 단독주택 ,5662747,4841427,4843986,4390622,4641112,5787594,6993577,5678131,5685528,4598481,4540029,4892558
전기,금천구,시흥동, 공동주택 ,8766804,7778950,7786651,7201816,7530038,9490245,10730707,8470617,8641042,7535429,7736136,8364584
전기,금천구,시흥동, 단독주택 ,4597720,3903851,3891908,3514686,3655487,4464812,5433184,4478409,4497348,3663905,3623193,3909513
전기,노원구,공릉동, 공동주택 ,9679228,8528325,8627217,7894788,8288525,10045366,11849474,9743980,9782464,8151742,8305666,8825100
전기,노원구,공릉동, 단독주택 ,1826342,1612442,1655082,1469269,1592335,1949981,2398513,2049992,2056282,1641282,1538006,1624711
전기,노원구,상계동, 공동주택 ,22618350,19765608,19801083,17818541,18572197,22934296,26502894,20957004,21307326,18557151,19543734,21112917
전기,노원구,상계동, 단독주택 ,2572539,2175459,2156649,1946280,2054414,2527248,3020768,2476936,2478830,2015971,2058645,2233567
전기,노원구,월계동, 공동주택 ,9543092,8328348,8507602,7781187,8099943,9747660,11427448,9322640,9709548,8265678,8444929,8933105
전기,노원구,월계동, 단독주택 ,741879,634156,651165,582382,630150,764970,892696,751995,757000,613063,582315,621324
전기,노원구,중계동, 공동주택 ,13433244,11950192,11918625,10959460,11486092,14371477,16396192,12909676,12913640,11184892,11485575,12485821
전기,노원구,중계동, 단독주택 ,268654,226458,221284,207449,224767,271134,304723,248172,248445,210082,209786,229360
전기,노원구,하계동, 공동주택 ,6327151,5613520,5512386,5051726,5371676,6944310,7692901,5807718,5817265,5203277,5446088,6058900
전기,노원구,하계동, 단독주택 ,193731,175114,169968,150934,159938,183253,241525,223309,223316,167642,151868,158075
전기,도봉구,도봉동, 공동주택 ,5306264,4562636,4625438,4164918,4321300,5316493,6131069,4882681,4907276,4282400,4506472,4834152
전기,도봉구,도봉동, 단독주택 ,1653894,1394569,1342122,1194469,1249722,1532223,1801690,1482616,1483979,1231640,1270636,1392450
전기,도봉구,방학동, 공동주택 ,8027534,7051969,7145609,6551050,6867526,8576079,9908483,7800460,7836185,6760517,6940723,7360743
전기,도봉구,방학동, 단독주택 ,2624385,2254988,2241992,2027886,2131011,2549739,3069835,2586577,2591700,2098624,2089663,2255442
전기,도봉구,쌍문동, 공동주택 ,7963134,6904051,7000639,6407442,6752291,8493827,9841430,7700857,7849508,6710817,6907617,7364391
전기,도봉구,쌍문동, 단독주택 ,2289231,1960686,1959447,1776062,1877874,2283332,2707091,2235780,2239095,1837906,1842126,1997408
전기,도봉구,창동, 공동주택 ,13221311,11750604,11828367,10803025,11212450,13968690,16180676,12916865,12942228,11127146,11409216,12135695
전기,도봉구,창동, 단독주택 ,2653754,2308040,2283346,2089727,2209492,2678782,3191538,2713969,2716117,2192809,2165453,2306901
전기,동대문구,답십리동, 공동주택 ,6414701,5805439,5803306,5319541,5553659,6700989,7994075,6923547,7459665,6074266,5888278,6154207
전기,동대문구,답십리동, 단독주택 ,1714059,1456381,1408536,1273140,1353103,1676809,1982000,1613352,1612181,1312109,1301141,1423934
전기,동대문구,신설동, 공동주택 ,212278,190734,179683,155422,169911,207785,253710,226597,235490,191528,171049,183412
전기,동대문구,신설동, 단독주택 ,261632,235315,220580,188190,188528,219459,281437,248221,248698,197827,186471,199399
전기,동대문구,용두동, 공동주택 ,2134389,1934024,1869120,1720063,1826169,2293909,2656408,2204137,2286492,1879612,1834962,1988590
전기,동대문구,용두동, 단독주택 ,1945584,1637426,1472163,1309010,1415624,1831909,2091969,1654432,1668111,1367365,1375948,1558563
전기,동대문구,이문동, 공동주택 ,3462791,3082426,3097714,2897120,3060781,3784123,4240570,3448630,3489427,3010428,3238635,3233023
전기,동대문구,이문동, 단독주택 ,1964296,1695009,1710964,1556015,1701195,2199282,2591729,2090145,2097061,1695103,1658862,1808480
전기,동대문구,장안동, 공동주택 ,7961844,7046151,7848679,6591467,6893823,8397867,10191235,8608689,8733144,7025265,6883141,7193887
전기,동대문구,장안동, 단독주택 ,2047890,1771285,1709808,1541539,1650377,2056486,2475285,2053392,2054715,1633185,1585061,1708829
전기,동대문구,전농동, 공동주택 ,5168836,4630836,4693524,4350779,4543420,5427821,6396392,5417068,5456001,4505154,4413905,4609257
전기,동대문구,전농동, 단독주택 ,2018846,1738826,1706811,1527523,1597107,1943426,2362729,1984684,1975762,1599987,1568072,1705320
전기,동대문구,제기동, 공동주택 ,2017221,1793275,1777894,1635772,1741009,2194333,2507198,2025534,2052141,1739785,1734083,1864818
전기,동대문구,제기동, 단독주택 ,2124041,1819974,1815903,1683200,1832370,2204505,2644999,2269968,2260859,1818500,1713681,1832446
전기,동대문구,청량리동, 공동주택 ,1672548,1434334,1409834,1252909,1287643,1566925,1857011,1537548,1542644,1305817,1334512,1448564
전기,동대문구,청량리동, 단독주택 ,968232,815901,808338,730336,772379,946648,1124299,907765,910920,756379,761623,837544
전기,동대문구,회기동, 공동주택 ,789164,727744,669437,632315,688244,903918,948521,759700,803363,704916,696820,786482
전기,동대문구,회기동, 단독주택 ,834111,723071,721312,660869,752858,961773,1147902,970712,976551,772304,714871,771781
전기,동대문구,휘경동, 공동주택 ,3698670,3350785,3237527,3030705,3184688,3904414,4404419,3690781,4185350,3549762,3521708,3938209
전기,동대문구,휘경동, 단독주택 ,1526705,1330169,1390805,1255948,1371465,1730763,2080461,1754090,1787048,1433243,1323548,1392436
전기,동작구,노량진동, 공동주택 ,2292599,2008891,2061118,1878026,2001014,2359646,2819233,2393200,2393200,1953915,1936731,2001282
전기,동작구,노량진동, 단독주택 ,1897692,1638540,1632673,1496537,1633945,2024721,2465392,2039123,2039291,1619014,1532297,1634421
전기,동작구,대방동, 공동주택 ,3503449,3113115,3155092,2859983,3066733,4013229,4614091,3614325,3619191,3172316,3257164,3317333
전기,동작구,대방동, 단독주택 ,1045872,898647,893149,813346,878616,1114741,1334879,1075163,1077730,843707,823378,869307
전기,동작구,동작동, 공동주택 ,810307,700775,713790,656407,711921,889634,1028067,803283,803271,682541,696487,746270
전기,동작구,동작동, 단독주택 ,23440,19909,16394,12708,11844,13767,16182,14338,14338,11337,12215,15761
전기,동작구,본동, 공동주택 ,1387410,1214663,1248108,1129706,1165952,1402391,1708790,1441653,1441904,1174533,1183564,1228323
전기,동작구,본동, 단독주택 ,279889,241814,240234,214644,220653,269287,338902,292319,292409,228545,223182,235931
전기,동작구,사당동, 공동주택 ,8654233,7869150,7750115,7017996,7510715,9645080,10996470,8918671,8971105,7667797,7784454,8169450
전기,동작구,사당동, 단독주택 ,4438119,3824781,3841039,3543894,3869828,4948931,5891818,4748009,4774427,3807144,3669877,3929324
전기,동작구,상도1동, 공동주택 ,573945,508961,537587,485354,512021,634863,784815,656967,662368,536953,509363,522792
전기,동작구,상도1동, 단독주택 ,512663,456252,475160,438412,483796,603883,714502,608592,610640,489361,445766,464116
전기,동작구,상도동, 공동주택 ,11698044,10373733,10630242,9751247,10235510,12439107,14807529,12318119,12390775,10211271,10241232,10628458
전기,동작구,상도동, 단독주택 ,3779795,3299984,3300826,2992099,3211239,3960779,4776541,3979525,4043735,3281084,3175013,3458303
전기,동작구,신대방동, 공동주택 ,7582596,6592581,6382654,6083143,6758207,8294800,9228842,7407660,7521450,6382496,6360513,7438942
전기,동작구,신대방동, 단독주택 ,1881328,1632480,1659952,1502826,1601363,2007153,2454264,2007660,2009285,1612271,1560455,1642762
전기,동작구,흑석동, 공동주택 ,2611005,2203037,2219176,2034312,2197534,2816802,3207820,2431979,3136300,2670844,2735845,2992616
전기,동작구,흑석동, 단독주택 ,1187028,1021176,1032806,935652,999588,1228152,1470005,1217823,1222274,942059,827508,813220
전기,마포구,공덕동, 공동주택 ,3132143,2773853,2840843,2771944,3110431,3952020,4387909,3496325,3937722,3275581,3135679,3419782
전기,마포구,공덕동, 단독주택 ,1348439,1243101,1238743,1189458,1266008,1484922,1692138,1471326,1481332,1254210,1216046,1324150
전기,마포구,구수동, 공동주택 ,57648,48452,48365,42703,44717,60399,72580,55558,55558,46249,47256,52647
전기,마포구,구수동, 단독주택 ,48827,41841,40046,37702,42339,55905,67387,54136,54136,42907,40083,44002
전기,마포구,노고산동, 공동주택 ,313391,270825,267813,242888,282397,376463,432988,348583,373664,297842,276288,296224
전기,마포구,노고산동, 단독주택 ,382561,326977,324963,296478,329659,434187,505586,390627,392137,321189,317717,360335
전기,마포구,당인동, 공동주택 ,78430,68975,70418,62133,67937,96264,115043,90538,90682,69980,67963,71262
전기,마포구,당인동, 단독주택 ,64780,53641,51184,46040,50864,68744,82218,64550,64550,51873,48198,53572
전기,마포구,대흥동, 공동주택 ,1388459,1209327,1249624,1155621,1243983,1550282,1831240,1464686,1473068,1227738,1240633,1310206
전기,마포구,대흥동, 단독주택 ,487107,411637,411239,380040,413049,520980,629575,529037,524135,417457,404726,439247
전기,마포구,도화동, 공동주택 ,3311574,2907515,2823278,2854961,2897857,3705989,4009001,3169903,2805690,2412951,2421290,2808349
전기,마포구,도화동, 단독주택 ,423744,362117,354936,336170,370749,456419,560446,465600,466735,373813,350971,376059
전기,마포구,동교동, 공동주택 ,164210,144416,139848,121896,130157,164615,223721,192251,192535,140033,126902,135000
전기,마포구,동교동, 단독주택 ,428842,370541,352914,320460,367035,469028,606340,524727,524575,403744,344357,365017
전기,마포구,마포동, 공동주택 ,281354,245720,243049,219164,225846,280048,328116,270797,284961,225263,227816,237303
전기,마포구,마포동, 단독주택 ,79716,72281,73711,68725,71640,79943,103966,99786,99786,78493,70733,63015
전기,마포구,망원동, 공동주택 ,3542448,3050543,3108711,2840143,3015976,3906193,4668289,3621110,3923041,3210336,3196045,3386484
전기,마포구,망원동, 단독주택 ,1816329,1543297,1512789,1409399,1563955,1984575,2329334,1920740,1937258,1531102,1452104,1590222
전기,마포구,상수동, 공동주택 ,931821,808007,825086,761227,809243,1019477,1244820,1031621,1033136,819386,797698,826139
전기,마포구,상수동, 단독주택 ,371604,295085,296034,293062,349761,449590,506869,379872,380041,296703,290038,359253
전기,마포구,상암동, 공동주택 ,2760167,2543195,2414890,2310764,2498847,3350788,3520047.34,2652261.34,2655677.34,2418443.34,2427701.34,2661019.34
전기,마포구,상암동, 단독주택 ,720533,573403,579599,578351,696078,908510,967322,745688,744809,576812,569947,690312
전기,마포구,서교동, 공동주택 ,1592151,1432331,1415316,1316179,1441716,1896577,2242351,1808490,2131044,1718271,1617189,1745291
전기,마포구,서교동, 단독주택 ,1550728,1310163,1216148,1108641,1283949,1724324,2079808,1721057,1721451,1345429,1214882,1352134
전기,마포구,성산동, 공동주택 ,4676344,4004428,4061077,3692737,3900447,5092776,5932561,4594763,4679200,3934909,4008236,4324803
전기,마포구,성산동, 단독주택 ,1172925,993917,976200,888699,958753,1263891,1540258,1237093,1312339,1037544,994967,1100395
전기,마포구,신공덕동, 공동주택 ,1722970,1464598,1458884,1327830,1433693,1886670,2201764,1739866,1761012,1411813,1414588,1540452
전기,마포구,신공덕동, 단독주택 ,292040,254238,251802,224367,232695,301701,362669,296721,296255,239501,238414,255472
전기,마포구,신수동, 공동주택 ,1229450,1096985,1102812,1011982,1063999,1341352,1569054,1255718,1320468,1133721,1117179,1173119
전기,마포구,신수동, 단독주택 ,547727,474407,467048,428447,461125,590267,723039,598909,602258,477681,447959,476973
전기,마포구,신정동, 공동주택 ,235139,199046,197340,178946,191061,245752,276395,203000,203000,182307,192466,217964
전기,마포구,신정동, 단독주택 ,0,0,0,0,0,0,0,0,,,,
전기,마포구,아현동, 공동주택 ,1070407,922979,936749,856113,906914,1108849,1322335,1084371,1103925,903975,904805,958550
전기,마포구,아현동, 단독주택 ,358608,318498,304927,273772,287796,329336,390124,346932,347091,283934,264826,281458
전기,마포구,연남동, 공동주택 ,1257546,1097094,1107243,1015299,1098082,1416972,1724960,1386677,1395565,1091339,1061471,1122741
전기,마포구,연남동, 단독주택 ,1400558,1175895,1122336,1035864,1181900,1560325,1886042,1545637,1570447,1224761,1126849,1248416
전기,마포구,염리동, 공동주택 ,964731,851118,877606,799868,830790,1002178,1213756,1018338,1057068,859070,871240,901775
전기,마포구,염리동, 단독주택 ,489156,413240,416843,384586,425987,532875,642315,524349,524854,412583,396327,443303
전기,마포구,용강동, 공동주택 ,750591,732543,694471,669875,729195,981299,1012020,732272,792245,725280,727280,801488
전기,마포구,용강동, 단독주택 ,86696,72602,75403,69551,77439,103000,116962,86418,86569,74160,74321,80372
전기,마포구,중동, 공동주택 ,1166714,1044882,1045320,964884,1004648,1260057,1443617,1148119,1150703,994777,1010229,1073593
전기,마포구,중동, 단독주택 ,153022,131354,132988,122959,127586,157575,197064,161681,161681,128760,125019,134376
전기,마포구,창전동, 공동주택 ,2160035,1929146,1935216,1832849,1987959,2513709,2790362,2175254,2176702,1877022,1875682,2027788
